Name	Length	EffectiveLength	TPM	NumReads
FBgn0000280	166	13.144	19.7902	2
FBgn0262885	102	40.137	0	0
FBgn0011812	456	282.835	0.45984	1
FBgn0265533	384.5	211.396	0	0
FBgn0052496	778	604.678	1.62367	7.549
FBgn0052009	2997.49	2823.93	0.581727	12.63
FBtr0347033	1076	902.435	0	0
FBgn0262688	493	319.808	0.406678	1
FBgn0053222	544.032	370.813	0.097043	0.276
FBgn0266940	581	407.77	0	0
FBgn0262565	802	628.667	1.02809	4.969
FBgn0263002	361	187.923	0	0
FBgn0084049	531	357.785	19.68	54.139
FBgn0263211	352	178.927	0.001279	0.002
FBgn0267872	775	601.68	0.001013	0.005
FBgn0262031	330	156.937	39.8186	48.048
FBgn0267014	274	100.97	14.447	11.216
FBgn0039987	184	20.448	0	0
FBgn0261640	810	636.664	0.40241	1.97
FBgn0052761	71	23.96	0	0
FBgn0267863	274	100.97	0	0
FBgn0052034	74	25.239	0	0
FBgn0262795	735	561.695	0	0
FBgn0261856	450	276.839	0.939599	2
FBgn0051485	73	24.773	0	0
FBgn0267610	864	690.631	0	0
FBgn0262851	1188	1014.43	14.5556	113.531
FBgn0053416	143	43.837	26.7017	9
FBgn0267520	357	183.925	8.97363	12.69
FBgn0085765	30	9.85	13.2041	1
FBgn0267424	659	485.715	0	0
FBgn0030116	1305	1131.43	0	0
FBgn0031135	363	189.923	0	0
FBgn0263213	224	51.091	4.6309	1.819
FBgn0267878	266	92.976	0	0
FBgn0058441	177	16.933	0	0
FBgn0267864	485	311.812	0.000201	0
FBgn0085500	687	513.708	0	0
FBgn0085784	479	305.817	0.003521	0.008
FBgn0262848	1188	1014.43	2.87242	22.404
FBgn0063924	307	133.947	2.43385	2.507
FBgn0262616	554	380.778	0	0
FBgn0267891	718	544.7	0.001327	0.006
FBgn0053491	369	195.919	0.003529	0.005
FBgn0050374	600	426.767	0.304754	1
FBtr0347034	740	566.693	0	0
FBgn0267898	414	240.87	0.000613	0.001
FBgn0260469	925.543	752.159	1.40813	8.144
FBgn0267874	253	79.99	0	0
FBgn0030243	4755.39	4581.83	39.7998	1402.1
FBgn0032269	1867	1693.43	0	0
FBgn0266369	2930	2756.43	21.2798	451
FBgn0032596	776.103	602.783	193.54	897
FBgn0033770	665.983	492.703	0.26397	1
FBgn0259237	2786	2612.43	0	0
FBgn0013685	525	351.789	0.739413	2
FBgn0031021	768	594.682	63.9418	292.368
FBgn0033491	3329	3155.43	6.99828	169.79
FBgn0051141	961	787.599	0.165133	1
FBgn0284082	778	604.678	0	0
FBgn0036396	1352	1178.43	6.95303	63
FBgn0036641	883.663	710.285	36.8046	201
FBgn0027594	4478.53	4304.96	135.166	4474
FBgn0261954	7845.07	7671.5	53.5568	3159.04
FBgn0029987	639	465.725	1.67556	6
FBgn0031660	1139.32	965.754	144.098	1070
FBgn0038619	937.254	763.869	17.1966	101
FBgn0001341	3680	3506.43	9.71795	262
FBgn0037541	7052.38	6878.81	32.397	1713.48
FBgn0016701	1175.62	1002.12	62.8153	484
FBgn0039110	1769.66	1596.09	68.2036	837
FBgn0038839	2837.12	2663.56	0.048829	1
FBgn0264307	3533.44	3359.88	8.31999	214.935
FBgn0263355	3529.95	3356.39	46.6742	1204.51
FBgn0032482	2178.93	2005.37	148.907	2295.99
FBgn0050082	843	669.643	0.582663	3
FBgn0033698	5896	5722.44	20.1596	887
FBgn0032240	530	356.785	147.467	404.541
FBgn0029925	1070	896.435	25.3898	175
FBgn0039017	1757	1583.43	8.08078	98.382
FBgn0259711	908	734.618	14.1634	80
FBgn0051140	5760.92	5587.35	7.54186	324
FBgn0036813	1221	1047.43	40.7273	328
FBgn0004379	2913.41	2739.85	26.3929	555.998
FBgn0036158	782	608.678	0	0
FBgn0031816	2035.14	1861.58	12.2962	176
FBgn0034923	1675.98	1502.41	26.1848	302.482
FBgn0039582	1151	977.435	0	0
FBgn0051635	6287.97	6114.4	10.4865	493
FBgn0263117	5200.06	5026.5	0.058976	2.279
FBgn0030259	717	543.7	0	0
FBgn0029858	1852.24	1678.68	14.1064	182.073
FBgn0260745	2909.84	2736.27	178.575	3757
FBgn0015791	1156.08	982.519	115.561	873
FBgn0051453	1554.41	1380.84	62.3525	662
FBgn0025574	2102.58	1929.02	23.8	353
FBgn0039637	3175.5	3001.94	79.0246	1824
FBgn0023095	4739.94	4566.37	1.90828	67
FBgn0014022	1444	1270.43	19.0414	186
FBgn0035134	1243	1069.43	0.608072	5
FBgn0044826	3556.98	3383.41	72.3827	1883
FBgn0030937	1405	1231.43	0	0
FBgn0085213	715	541.702	0.240093	1
FBgn0039875	2455.51	2281.94	68.8253	1207.57
FBgn0037736	3928.93	3755.37	0.24243	7
FBgn0024732	2153	1979.43	20.8942	318
FBgn0053700	1116	942.435	0	0
FBgn0260747	999.176	825.732	239.411	1520
FBgn0038011	1767	1593.43	0	0
FBgn0066365	2784.15	2610.58	0.000164	0.003
FBgn0039863	5861.19	5687.62	37.6847	1648
FBgn0037721	832.029	658.678	1.77709	9
FBgn0036459	2408	2234.43	0	0
FBgn0038291	1731	1557.43	14.5304	174
FBgn0001114	3261.09	3087.53	1020.37	24223
FBgn0262894	324	150.94	0	0
FBgn0015772	4865.01	4691.45	14.1939	512
FBgn0030873	1721.56	1548	92.9196	1105.96
FBgn0086675	6911.09	6737.52	0.231269	11.981
FBgn0038223	4302.63	4129.06	11.0921	352.148
FBgn0027081	2320.48	2146.92	217.601	3592
FBgn0043458	3245.13	3071.56	62.784	1482.75
FBgn0262010	471	297.826	0	0
FBgn0259963	337	163.934	0	0
FBgn0010238	2156	1982.43	107.331	1636
FBgn0034184	2949.74	2776.18	33.5432	716
FBgn0000018	1794	1620.43	22.8746	285
FBgn0032809	910	736.618	1.05937	6
FBgn0036605	513	339.799	0	0
FBgn0052280	1136.32	962.751	36.3306	268.935
FBgn0000055	1118.32	944.753	0.177927	1.293
FBgn0033657	3918	3744.43	0.069468	2
FBgn0035421	1684	1510.43	22.2155	258
FBgn0030666	1628.58	1455.02	1.16418	13.024
FBgn0011202	4199.05	4025.48	38.0275	1177
FBgn0050091	1681	1507.43	0	0
FBgn0033260	3372.74	3199.17	35.8973	883
FBgn0283427	8584.37	8410.8	949.647	61413
FBgn0033740	2222.11	2048.54	19.6179	309
FBgn0011725	2797.84	2624.28	28.0567	566.118
FBgn0034377	761	587.684	0.221307	1
FBgn0284248	680.991	507.702	791.57	3090
FBgn0040674	712.5	539.205	0	0
FBgn0036323	1637	1463.43	0	0
FBgn0038260	1973	1799.43	2.02377	28
FBgn0034617	1987	1813.43	13.9136	194
FBgn0262018	7550.7	7377.14	0.01763	1
FBgn0031873	840	666.646	25.3622	130
FBgn0032366	866	692.63	0	0
FBgn0035241	4682.9	4509.33	0.725476	25.153
FBgn0260049	2269.38	2095.82	169.476	2731
FBgn0015558	4413.68	4240.11	0.680586	22.189
FBgn0267875	162	12.825	0	0
FBgn0003870	4188.11	4014.55	32.6219	1006.95
FBgn0053061	1277.9	1104.34	0.117771	1
FBgn0041181	4928	4754.44	0	0
FBgn0039778	933	759.616	0.171216	1
FBgn0014455	1597.47	1423.91	253.355	2773.78
FBgn0030462	936.667	763.273	0	0
FBgn0051832	762	588.683	0.662794	3
FBgn0000259	1591.92	1418.41	119.54	1303.7
FBgn0261581	585.891	412.658	0.315174	1
FBgn0039271	836	662.65	10.7949	55
FBgn0031463	1194	1020.43	0	0
FBgn0014006	4626.81	4453.25	31.8922	1092
FBgn0037150	1456	1282.43	11.5614	114
FBgn0030294	1628	1454.43	14.4864	162
FBgn0036039	1941.35	1767.78	15.45	210
FBgn0029676	2020.4	1846.84	68.1506	967.741
FBgn0037475	1444.5	1270.93	0	0
FBgn0052076	1529	1355.43	29.9375	312
FBgn0058354	1400	1226.43	4.41541	41.637
FBgn0033738	3638.19	3464.62	42.6231	1135.43
FBgn0064126	1577.8	1404.23	44.6447	482.026
FBgn0039115	970	796.591	21.0222	128.758
FBgn0010356	2362	2188.43	19.3147	325
FBgn0051100	2432.78	2259.22	0.172704	3
FBgn0263249	318	144.942	0	0
FBgn0039635	1178.29	1004.79	186.133	1438
FBgn0050010	744.972	571.658	3.64018	16
FBgn0034495	1429	1255.43	17.815	171.965
FBgn0005617	3827.44	3653.88	29.5792	831
FBgn0030703	1436.91	1263.35	111.904	1087
FBgn0036574	4008.76	3835.2	17.3205	510.752
FBgn0038742	1418	1244.43	72.427	693
FBgn0003162	1649.2	1475.64	6.52216	74
FBgn0046999	672	498.713	0	0
FBgn0037345	831	657.656	17.0074	86
FBgn0037050	1501.45	1327.88	9.02454	92.14
FBgn0029783	1123.25	949.681	9.03869	66
FBgn0261269	3730.5	3556.93	5.44816	149
FBgn0264270	2229.22	2055.65	48.2124	762.026
FBgn0259822	4758.24	4584.67	0.028368	1.001
FBgn0034035	1562	1388.43	29.3196	313
FBgn0039270	868	694.63	12.3575	66
FBgn0031626	1990	1816.43	0	0
FBgn0051324	1979.24	1805.68	57.6668	800.619
FBgn0260858	1469	1295.43	44.5766	444
FBgn0031874	1802	1628.43	6.23389	78.053
FBgn0262719	7923.37	7749.8	0.335644	20
FBgn0082831	6728.76	6555.2	32.3202	1629
FBgn0259239	3743.62	3570.06	0.218583	6
FBgn0036146	755	581.688	4.02459	18
FBgn0035073	3322	3148.43	17.2518	417.629
FBgn0020371	789	615.674	0	0
FBgn0032845	1541.8	1368.23	6.9591	73.211
FBgn0283651	4285.89	4112.32	1.1393	36.024
FBgn0267824	2632	2458.43	36.0799	682
FBgn0069973	898.546	725.166	16.8589	94
FBgn0036301	1709	1535.43	15.2032	179.485
FBgn0265048	4744	4570.44	173.699	6104
FBgn0261057	237.5	64.5805	0	0
FBgn0052564	1448	1274.43	0	0
FBgn0030797	1081.99	908.581	12.8011	89.428
FBgn0001296	2223.99	2050.42	3.17151	50
FBgn0259972	706	532.688	0	0
FBgn0053986	871	697.629	0	0
FBgn0032435	2743	2569.43	0.101235	2
FBgn0033905	1147.55	973.985	20.564	154
FBgn0029539	639.5	466.224	0	0
FBgn0030502	2962.08	2788.52	77.4704	1661
FBgn0032554	1230	1056.52	0	0
FBgn0036410	2269.87	2096.3	0.744503	12
FBgn0025390	6268.54	6094.97	4.20322	196.977
FBgn0038394	1047	873.435	0.744524	5
FBgn0029715	1081.95	908.386	69.1538	483
FBgn0034911	6361	6187.44	0.252238	12
FBgn0026063	2066	1892.43	0.537086	7.815
FBgn0032375	787.601	614.275	0.211727	1
FBgn0033665	1878	1704.43	10.0724	132
FBgn0085380	3223	3049.43	0	0
FBgn0037493	813	639.664	0	0
FBgn0053701	315	141.943	0	0
FBgn0032189	1259	1085.43	11.7425	98
FBgn0033726	683	509.709	0	0
FBgn0037526	2097.77	1924.21	7.89869	116.86
FBgn0028902	2092.63	1919.07	0.271087	4
FBgn0050289	1164	990.435	0.131315	1
FBgn0038131	1100	926.435	0	0
FBgn0004910	1837	1663.48	0	0
FBgn0037715	1028.63	855.066	24.1845	159
FBgn0038151	1571	1397.43	0	0
FBgn0005391	1582.65	1409.09	0.369199	4
FBgn0265416	6903	6729.44	0.038855	2.01
FBgn0033115	1351.45	1177.88	15.4585	140
FBgn0029587	2626.58	2453.02	1.32702	25.029
FBgn0034300	5039.5	4865.94	14.9946	561
FBgn0265464	2788	2614.43	6.56652	132
FBgn0036112	761	587.684	0	0
FBgn0262730	8145.19	7971.62	28.1895	1727.8
FBgn0262512	659	485.715	96.664	361
FBgn0015279	4403.19	4229.63	58.5777	1905
FBgn0039831	2857.64	2684.08	65.2497	1346.59
FBgn0261673	1877.69	1704.13	6.9451	90.999
FBgn0026570	1229.08	1055.52	50.0264	406
FBgn0031574	3470.8	3297.23	6.66617	169
FBgn0036761	1791.92	1618.36	52.1566	649
FBgn0085385	5875	5701.44	0.01158	0.508
FBgn0027296	1984.17	1810.61	10.7747	150
FBgn0033259	2863	2689.43	30.7564	636
FBgn0033616	1893	1719.43	9.75761	129
FBgn0030224	1034	860.435	0	0
FBgn0016685	917.097	743.712	349.93	2001
FBgn0003888	2516.76	2343.19	355.282	6400.91
FBgn0025381	2139.74	1966.18	359.673	5437.4
FBgn0052667	368	194.919	1.33449	2
FBgn0031771	1555.08	1381.52	114.944	1220.97
FBgn0042133	1168	994.435	4.57753	35
FBgn0028546	1069.15	895.587	86.8426	598
FBgn0037620	1159	985.435	2.50764	19
FBgn0086710	477.181	303.999	2912.66	6808.02
FBgn0036028	1427	1253.43	10.4799	101
FBgn0000046	1667.14	1493.58	2.28166	26.203
FBgn0034568	3382.28	3208.72	0.28373	7
FBgn0035464	2240	2066.43	53.8126	855
FBgn0032331	1716	1542.43	0.168641	2
FBgn0261380	1356	1182.43	21.7785	198
FBgn0039196	1506	1332.43	0	0
FBgn0051683	1870.67	1697.11	3.45976	45.145
FBgn0011754	2845.34	2671.78	25.3346	520.444
FBgn0003250	1349	1175.43	0.110647	1
FBgn0028872	1850.33	1676.77	0	0
FBgn0003975	3463	3289.43	0.276768	7
FBgn0040751	379	205.915	27.1594	43
FBgn0039958	2052.44	1878.87	32.416	468.292
FBgn0034201	1441.5	1268.14	0	0
FBgn0032390	844.71	671.353	60.4426	312
FBgn0031144	1998.74	1825.17	38.8357	545
FBgn0037481	943	769.614	21.969	130
FBgn0033457	1055.75	882.189	25.2101	171
FBgn0037974	1199.12	1025.55	19.5133	153.868
FBgn0038033	1754	1580.43	0.099115	1.204
FBgn0029689	2699	2525.43	12.5659	244
FBgn0036784	2074	1900.43	0	0
FBgn0085458	750	576.689	0	0
FBgn0033787	1096.75	923.187	5.77608	41
FBgn0031955	5713.38	5539.81	0.070432	3
FBgn0054011	1090	916.435	0	0
FBgn0051092	4034.33	3860.76	7.19845	213.684
FBgn0003218	5102.65	4929.08	16.5704	628.001
FBgn0029687	2574.53	2400.97	77.3598	1428.11
FBgn0033460	4649.04	4475.47	52.8026	1817
FBgn0039664	1359.26	1185.69	9.6481	87.958
FBgn0037802	1114	940.435	6.91482	50
FBgn0014002	2080.21	1906.64	908.821	13323.2
FBgn0051454	1736	1562.43	0.499446	6
FBgn0046886	1227	1053.43	0	0
FBgn0261060	329	155.937	0	0
FBgn0039349	1860.53	1686.97	20.1992	262
FBgn0036230	922.5	749.117	0	0
FBgn0085599	1023	849.435	8.22338	53.708
FBgn0030292	477	303.818	67.6369	158
FBgn0039132	1012.51	839.034	62.004	400
FBgn0032790	1215	1041.43	14.4866	116
FBgn0029996	2543.53	2369.96	37.4295	682.049
FBgn0264830	262	88.98	0	0
FBgn0083972	706	532.704	2.68563	11
FBgn0052221	1606	1432.43	11.7126	129
FBgn0061209	595	421.768	0.100487	0.326
FBgn0019938	5078	4904.44	30.7881	1161
FBgn0029920	757	583.688	0	0
FBgn0259728	885	711.625	9.73453	53.263
FBgn0052732	2189	2015.43	16.6164	257.493
FBgn0030164	1289.75	1116.18	0	0
FBgn0033785	1900.56	1726.99	9.22934	122.552
FBgn0250839	1211	1037.43	0.125366	1
FBgn0267887	453	279.837	0.000167	0
FBgn0267365	936	762.615	28.6512	168
FBgn0032150	1013.95	840.484	4.95176	32.001
FBgn0035360	1715.04	1541.48	1.18122	14
FBgn0035833	3722	3548.43	15.9438	435
FBgn0034849	776.553	603.233	62.0129	287.626
FBgn0035041	2875.18	2701.61	0.278778	5.791
FBgn0037067	876	702.627	0	0
FBgn0263197	5846.12	5672.55	77.0155	3359.05
FBgn0033724	638.571	465.3	43.6045	156
FBgn0265201	476	302.818	0.916853	2.135
FBgn0031690	1727.79	1554.22	0.418404	5
FBgn0035009	576	402.771	0	0
FBgn0052601	967	793.594	0.23637	1.442
FBgn0033996	1959.05	1785.48	18.0649	248
FBgn0034437	2768	2594.43	0	0
FBgn0031247	748	574.69	24.1967	106.918
FBgn0039552	649	475.718	0	0
FBgn0030990	2067.98	1894.41	108.198	1576
FBgn0015925	2001.77	1828.21	34.4317	484
FBgn0029959	1161.68	988.111	29.8786	227
FBgn0001276	727	553.698	25.3682	108
FBgn0036277	437	263.846	125.698	255
FBgn0052643	548	374.781	0	0
FBgn0263782	3818	3644.43	12.2939	344.494
FBgn0035695	4354.47	4180.91	0.124431	4
FBgn0034138	627.264	454	3625.59	12656
FBgn0035997	3213.19	3039.62	23.5333	550
FBgn0028541	2464.41	2290.85	68.5252	1207
FBgn0053666	666	492.714	0	0
FBgn0051860	2260.5	2086.93	0	0
FBgn0035312	1183	1009.43	15.6614	121.554
FBgn0036236	1075	901.435	0.000377	0.003
FBgn0259735	6470.81	6297.25	135.628	6566.9
FBgn0037094	3109.1	2935.53	43.3303	978
FBgn0051953	715	541.702	0.798176	3.324
FBgn0029523	2309	2135.43	1.51355	24.851
FBgn0035374	1144	970.435	68.8868	514
FBgn0034514	440	266.844	0	0
FBgn0038934	4898.35	4724.78	0.110157	4.002
FBgn0036360	2534	2360.43	0.110199	2
FBgn0014465	1564.11	1390.64	0.187048	2
FBgn0038471	1102	928.435	22.5535	161
FBgn0038047	1623	1449.43	3.40976	38
FBgn0064237	1495	1321.43	0	0
FBgn0032036	2396.91	2223.35	261.305	4467
FBgn0038207	740	566.693	0.229505	1
FBgn0259821	4494.01	4320.45	5.38845	179.001
FBgn0032084	1464.43	1290.87	2.61957	26
FBgn0014427	1176	1002.43	12.0661	93
FBgn0031257	2624.08	2450.52	60.6636	1143
FBgn0041094	2297.98	2124.42	68.8118	1123.99
FBgn0033988	2216	2042.43	33.3674	524
FBgn0001986	3585	3411.43	39.6112	1039
FBgn0032078	1989.4	1815.83	291.441	4069
FBgn0038551	1645	1471.43	27.9309	316
FBgn0000808	2015.74	1842.18	6.70705	94.999
FBgn0036895	3746	3572.43	0.036406	1
FBgn0266455	280	106.964	0	0
FBgn0031575	2306.34	2132.77	15.4585	253.495
FBgn0033880	1145	971.435	4.01649	30
FBgn0051661	1341	1167.43	0	0
FBgn0283476	12442	12268.4	0.042404	4
FBgn0032882	1961	1787.43	44.2633	608.324
FBgn0025700	891.934	718.556	155.117	857
FBgn0039811	514	340.799	0	0
FBgn0086447	409.461	236.342	37.9545	68.971
FBgn0000463	4625.7	4452.14	0.058965	2.018
FBgn0034748	1924	1750.43	18.5711	249.946
FBgn0042138	1245.21	1071.65	89.5663	737.999
FBgn0017556	1210.78	1037.21	0.000118	0
FBgn0267423	640	466.724	0	0
FBgn0052843	3276.48	3102.92	0.041915	1
FBgn0250827	860	686.633	0.757661	4
FBgn0023536	2345	2171.43	4.37235	73
FBgn0263236	3130.76	2957.2	1.18747	27
FBgn0039379	1894	1720.43	41.6536	551
FBgn0263842	318	144.942	0	0
FBgn0259676	1753	1579.43	23.5507	286
FBgn0050005	887	713.625	32.4847	178.242
FBgn0036842	2795.87	2622.31	38.2889	772
FBgn0026718	1522.83	1349.26	5.39799	56
FBgn0034061	656	482.715	48.4977	180
FBgn0038877	2124	1950.43	31.7892	476.729
FBgn0262588	777	603.679	15.5119	72
FBgn0264979	1362.63	1189.07	12.2504	112
FBgn0010772	3250.3	3076.73	30.0974	712
FBgn0034127	2103	1929.43	0.741484	11
FBgn0261850	2797	2623.43	24.9366	503
FBgn0037853	1642	1468.43	90.7838	1025
FBgn0038851	978	804.581	3.07131	19
FBgn0083942	556	382.777	0	0
FBgn0004915	1412.95	1239.39	43.2539	412.186
FBgn0265630	6016.58	5843.02	27.6232	1241
FBgn0034870	870	696.63	0	0
FBgn0036483	4136.63	3963.07	8.17161	249
FBgn0026869	6298.84	6125.28	32.8125	1545.35
FBgn0051404	981	807.573	0.161049	1
FBgn0050446	2303	2129.43	0.18323	3
FBgn0033020	669.474	496.188	0.262115	1
FBgn0036450	2644	2470.43	42.4854	807
FBgn0085479	1472	1298.43	0.400663	4
FBgn0037045	1081	907.435	7.59626	53
FBgn0030114	2666.59	2493.02	35.162	673.999
FBgn0046685	2895	2721.43	52.1872	1092
FBgn0031951	1167.76	994.195	32.0991	245.372
FBgn0030310	739.458	566.144	388.928	1693
FBgn0032251	1051.01	877.447	8.74522	59
FBgn0036009	1497	1323.43	0	0
FBgn0039266	1549.38	1375.82	56.9083	602
FBgn0034194	1755.12	1581.55	26.8086	326
FBgn0004554	569.5	396.274	0	0
FBgn0003360	1729.7	1556.14	48.1139	575.678
FBgn0030320	3582.18	3408.61	21.291	558
FBgn0261639	849	675.641	7.44937	38.699
FBgn0030812	4535.35	4361.78	46.5951	1562.66
FBgn0052091	2967	2793.43	1.62955	35
FBgn0039183	3117.24	2943.67	31.4137	711
FBgn0000299	5696.9	5523.34	1253.2	53221
FBgn0004892	2611	2437.43	0	0
FBgn0038602	615	441.755	0	0
FBgn0037260	1785	1611.43	0.565507	7.007
FBgn0052668	2676	2502.43	0.831566	16
FBgn0001250	5715.55	5541.99	0.684101	29.151
FBgn0036795	1548	1374.43	0	0
FBgn0015321	1149.38	975.819	64.9081	487
FBgn0030202	348	174.929	0	0
FBgn0030244	980.3	806.832	1.12981	7.009
FBgn0039501	2472	2298.43	6.90346	122
FBgn0038127	935	761.615	0	0
FBgn0003129	2566	2392.43	0.054512	1.003
FBgn0033100	557.634	384.409	41.615	123
FBgn0030832	708	534.703	0	0
FBgn0264738	1067	893.435	0	0
FBgn0036302	2246.53	2072.97	62.8659	1002
FBgn0011205	1927.75	1754.19	57.944	781.529
FBgn0028700	1278.66	1105.09	35.1623	298.77
FBgn0039927	3402.85	3229.29	7.25567	180.154
FBgn0038079	719.667	546.369	0	0
FBgn0040066	1666.61	1493.04	51.6561	593
FBgn0030833	3848.53	3674.97	4.4238	125
FBgn0036656	1325.42	1151.9	1.70488	15.1
FBgn0053531	4554.16	4380.6	0.059379	2
FBgn0033982	2550.18	2376.61	0.500425	9.144
FBgn0085237	380	206.914	0	0
FBgn0052086	1524	1350.43	0	0
FBgn0284247	12278.7	12105.2	0.010744	1
FBgn0039434	1030	856.435	0.151861	1
FBgn0051933	2076	1902.43	0	0
FBgn0038830	670	496.713	18.5932	71.01
FBgn0035294	1682	1508.43	76.1435	883.12
FBgn0040793	417	243.868	524.25	983
FBgn0014179	2042	1868.43	0	0
FBgn0031145	851.079	677.747	265.069	1381.3
FBgn0033234	1996.27	1822.71	0.717765	10.06
FBgn0040343	583.674	410.435	0.31688	1
FBgn0050491	1109.38	935.813	4.1932	30.172
FBgn0034420	3234.75	3061.19	127.417	2999
FBgn0054008	715	541.702	7.71616	32.138
FBgn0037297	1606.67	1433.11	18.4228	203.001
FBgn0031725	2661.5	2487.93	0	0
FBgn0039307	1248	1074.43	0.121048	1
FBgn0035435	1103	929.435	8.81578	63
FBgn0013810	12202	12028.4	4.13041	382
FBgn0003963	4713.76	4540.2	89.0394	3108.26
FBgn0030494	858	684.634	0	0
FBgn0039055	3473	3299.43	30.7464	780
FBgn0040308	1038.43	864.867	89.7768	597
FBgn0039620	2274	2100.43	0.990718	16
FBgn0015765	1455.92	1282.36	16.5317	163.001
FBgn0031270	714.475	541.174	3.84523	16
FBgn0029795	1583.12	1409.55	1.47631	16
FBgn0030049	4139.51	3965.94	61.3934	1872.1
FBgn0052702	11349	11175.4	6.40085	550
FBgn0032938	3660.3	3486.74	45.6191	1223
FBgn0037760	4632.15	4458.58	35.5587	1219
FBgn0259832	474	300.822	14.3902	33.284
FBgn0020440	4594.03	4420.46	14.8862	505.956
FBgn0004590	639	465.725	0	0
FBgn0024941	3532.12	3358.56	0.120603	3.115
FBgn0035084	1417.2	1243.64	7.76908	74.289
FBgn0038752	2194	2020.43	0	0
FBgn0051643	2889.28	2715.71	0.048002	1.002
FBgn0030746	3804.38	3630.81	0.788058	22
FBgn0015714	1560.45	1386.89	61.6882	657.815
FBgn0037506	1426	1252.43	0.311534	3
FBgn0266977	516	342.798	0	0
FBgn0035077	1165	991.435	0.135643	1.034
FBgn0053109	1025	851.435	0	0
FBgn0002933	523	349.79	0	0
FBgn0085331	825	651.66	0	0
FBgn0261584	1761.11	1587.55	3.44082	42
FBgn0033362	2036.73	1863.17	5.23539	74.999
FBgn0030575	1375.48	1201.92	5.7351	53
FBgn0015572	1749	1575.43	1.23831	15
FBgn0013276	2375	2201.43	12.1296	205.311
FBgn0032613	2123	1949.43	19.0141	285
FBgn0036225	1146	972.435	0	0
FBgn0052208	514	340.799	0.017716	0.046
FBgn0017567	819	645.663	157.119	780
FBgn0014388	3426.89	3253.32	570.206	14263.3
FBgn0046763	1934	1760.43	86.8814	1176
FBgn0037061	627	453.736	27.804	97
FBgn0030941	2416.31	2242.75	58.3967	1007
FBgn0029809	1433	1259.43	0	0
FBgn0053120	2301	2127.43	1.83402	30
FBgn0015614	1219.78	1046.21	88.4553	711.549
FBgn0033498	1268	1094.43	0.118836	1
FBgn0022224	396	222.895	52.5148	90
FBgn0033729	794.5	621.11	0	0
FBgn0260453	2030.45	1856.89	0.140082	2
FBgn0039160	1362	1188.43	66.3351	606.149
FBgn0032750	1371	1197.43	9.44945	87
FBgn0262738	7028.16	6854.6	18.1011	953.999
FBgn0033979	1742.76	1569.19	0.66306	8
FBgn0032651	1360	1186.43	0	0
FBgn0050376	941	767.615	0	0
FBgn0039495	1455	1281.43	0	0
