Name	Length	EffectiveLength	TPM	NumReads
FBgn0084049	531	360.401	15.3939	46.41
FBgn0263211	352	181.532	1.47475	2.239
FBgn0267872	775	604.296	0.000552	0.003
FBgn0262031	330	159.542	31.0641	41.458
FBgn0267014	274	103.574	4.66554	4.042
FBgn0039987	184	20.068	0	0
FBgn0261640	810	639.28	0.564177	3.017
FBgn0052761	71	23.999	0	0
FBgn0267863	274	103.574	0	0
FBgn0052034	74	25.131	0	0
FBgn0262795	735	564.312	0	0
FBgn0261856	450	279.454	0.427772	1
FBgn0051485	73	24.742	0	0
FBgn0267610	864	693.233	0	0
FBgn0262851	1188	1017	5.79228	49.278
FBgn0053416	143	39.126	0	0
FBgn0267520	357	186.531	2.83114	4.418
FBgn0085765	30	10.766	0	0
FBgn0267424	659	488.341	0	0
FBgn0030116	1305	1134	0	0
FBgn0031135	363	192.528	0.620911	1
FBgn0263213	224	53.619	0	0
FBgn0267878	266	95.58	0	0
FBgn0058441	177	16.292	0	0
FBgn0267864	485	314.44	0	0
FBgn0085500	687	516.336	0.000264	0.001
FBgn0085784	479	308.442	0.001874	0.005
FBgn0262848	1188	1017	16.0812	136.81
FBgn0063924	307	136.55	0.000559	0.001
FBgn0262616	554	383.394	0.311801	1
FBgn0267891	718	547.321	0.000814	0.004
FBgn0053491	369	198.526	10.0082	16.621
FBgn0050374	600	429.381	0.278406	1
FBtr0347034	740	569.309	0	0
FBgn0267898	414	243.482	0.000466	0.001
FBgn0260469	924.037	753.26	0.419436	2.643
FBgn0267874	253	82.586	0	0
FBgn0030243	4726.95	4555.95	37.7028	1436.91
FBgn0032269	1867	1696	0	0
FBgn0266369	2930	2759	17.0713	394
FBgn0032596	775.689	604.984	150.964	764
FBgn0033770	666.099	495.442	0.241285	1
FBgn0259237	2786	2615	0	0
FBgn0013685	525	354.408	0	0
FBgn0031021	768	597.298	72.1972	360.736
FBgn0033491	3329	3158	6.58657	174
FBgn0051141	961	790.199	0.151282	1
FBgn0284082	778	607.295	0.196844	1
FBgn0036396	1352	1181	7.08549	70
FBgn0036641	885.246	714.468	25.2649	151
FBgn0027594	4492.94	4321.94	162.333	5869
FBgn0261954	7896.04	7725.05	42.4625	2744
FBgn0029987	639	468.35	0.255242	1
FBgn0031660	1140.23	969.232	131.478	1066
FBgn0038619	939.877	769.097	21.2942	137
FBgn0001341	3680	3509	7.49483	220
FBgn0037541	7048.74	6877.74	25.1255	1445.57
FBgn0016701	1124.88	953.983	65.6618	524
FBgn0039110	1769.5	1598.51	53.8674	720.308
FBgn0038839	2837.5	2666.5	0	0
FBgn0264307	3661.07	3490.08	9.24565	269.929
FBgn0263355	3593.56	3422.56	43.7334	1252.11
FBgn0032482	2180.39	2009.39	184.305	3097.98
FBgn0050082	843	672.255	0.355647	2
FBgn0033698	5896	5725	16.1408	773
FBgn0032240	530	359.402	140.377	422.042
FBgn0029925	1070	899.002	23.2702	175
FBgn0039017	1757	1586	6.33137	84
FBgn0259711	908	737.224	9.56698	59
FBgn0051140	5817.36	5646.36	5.94948	281.012
FBgn0036813	1221	1050	46.4507	408
FBgn0004379	2923.47	2752.47	20.8469	479.999
FBgn0036158	782	611.291	0	0
FBgn0031816	2037.06	1866.07	6.98268	109
FBgn0034923	1676.2	1505.2	23.0316	290
FBgn0039582	1151	980.002	0	0
FBgn0051635	6337.43	6166.43	9.66353	498.48
FBgn0263117	5200.04	5029.04	0.057733	2.429
FBgn0030259	717	546.321	0	0
FBgn0029858	1970.73	1799.74	10.0692	151.593
FBgn0260745	2899.09	2728.1	232.066	5296
FBgn0015791	1157.03	986.034	115.659	954
FBgn0051453	1609.53	1438.53	46.7855	563
FBgn0025574	1987.82	1816.82	15.1334	230
FBgn0039637	3172.43	3001.43	102.718	2579
FBgn0023095	4717.42	4546.42	1.52504	58
FBgn0014022	1444	1273	14.6493	156
FBgn0035134	1243	1072	0.446053	4
FBgn0044826	3594.86	3423.86	62.0431	1777
FBgn0030937	1405	1234	0	0
FBgn0085213	715	544.323	0.219617	1
FBgn0039875	2423.71	2252.72	62.1402	1171
FBgn0037736	3968.28	3797.29	0.031482	1
FBgn0024732	2153	1982	16.1642	268
FBgn0053700	1116	945.002	0	0
FBgn0260747	1000.37	829.52	239.512	1662
FBgn0038011	1767	1596	0	0
FBgn0066365	2782.43	2611.43	0.183107	4
FBgn0039863	5856.68	5685.68	30.5286	1452
FBgn0037721	826.929	656.191	0.728707	4
FBgn0036459	2408	2237	0	0
FBgn0038291	1731	1560	16.4754	215
FBgn0001114	3261.49	3090.49	1251.13	32345
FBgn0262894	324	153.545	0	0
FBgn0015772	4885.7	4714.71	13.7654	542.903
FBgn0030873	1720.92	1549.92	88.1577	1143
FBgn0086675	7282.82	7111.82	0.145506	8.656
FBgn0038223	4283.11	4112.11	8.97397	308.693
FBgn0027081	2318.97	2147.97	207.047	3720.28
FBgn0043458	3248.02	3077.02	53.2018	1369.41
FBgn0262010	471	300.445	0.397885	1
FBgn0259963	337	166.538	0	0
FBgn0010238	2156	1985	74.0741	1230
FBgn0034184	3164.31	2993.31	26.9971	676
FBgn0000018	1794	1623	21.6546	294
FBgn0032809	910	739.224	0.970282	6
FBgn0036605	513	342.417	0.349114	1
FBgn0052280	1132.85	961.852	29.0824	233.999
FBgn0000055	1170.84	999.843	0.559217	4.678
FBgn0033657	3918	3747	0.095711	3
FBgn0035421	1684	1513	16.4341	208
FBgn0030666	1623.18	1452.18	1.57349	19.114
FBgn0011202	4185.56	4014.56	32.0105	1075
FBgn0050091	1681	1510	0	0
FBgn0033260	3377.32	3206.32	30.5724	820
FBgn0283427	8581.12	8410.13	602.679	42400
FBgn0033740	2222.26	2051.26	17.7164	304
FBgn0011725	2808.24	2637.24	25.1928	555.782
FBgn0034377	761	590.303	0	0
FBgn0284248	680.99	510.327	784.493	3349
FBgn0040674	982	811.166	0.203521	1.381
FBgn0036323	1637	1466	0	0
FBgn0038260	1973	1802	3.05158	46
FBgn0034617	1987	1816	7.83345	119
FBgn0262018	7549.51	7378.51	0.032403	2
FBgn0031873	840	669.259	19.6481	110
FBgn0032366	866	695.232	0	0
FBgn0035241	4514.67	4343.67	0.963238	35
FBgn0260049	2268.62	2097.62	132.387	2323
FBgn0015558	4364.77	4193.77	0.884085	31.014
FBgn0267875	162	11.288	0	0
FBgn0003870	4255.57	4084.58	32.2813	1103
FBgn0053061	1278	1107	0	0
FBgn0041181	4928	4757	0.05026	2
FBgn0039778	933	762.223	0	0
FBgn0014455	1599.83	1428.84	221.19	2643.78
FBgn0030462	934.86	764.068	0.312911	2
FBgn0051832	762	591.303	0.202168	1
FBgn0000259	1484.76	1313.84	119.731	1315.91
FBgn0261581	717.5	546.822	0	0
FBgn0039271	836	665.261	10.4222	58
FBgn0031463	1194	1023	0	0
FBgn0014006	4634.08	4463.08	25.2848	944
FBgn0037150	1456	1285	13.1171	141
FBgn0030294	1628	1457	15.0146	183
FBgn0036039	1970.03	1799.03	13.3561	201
FBgn0029676	2021.93	1850.94	49.4992	766.42
FBgn0037475	1444.5	1273.5	0	0
FBgn0052076	1529	1358	25.9683	295
FBgn0058354	1400	1229	3.29643	33.89
FBgn0033738	3625.06	3454.06	28.6911	829
FBgn0064126	1583.12	1412.12	34.5938	408.646
FBgn0039115	970	799.181	16.2159	108.409
FBgn0010356	2362	2191	16.641	305
FBgn0051100	2578	2407	0.099329	2
FBgn0263249	318	147.547	0	0
FBgn0039635	1187.38	1016.46	178.762	1520
FBgn0050010	742.661	571.969	3.55303	17
FBgn0034495	1429	1258	15.2484	160.466
FBgn0005617	3840.62	3669.62	30.0027	921
FBgn0030703	1449.6	1278.6	117.991	1262
FBgn0036574	4083.08	3912.08	16.2852	532.94
FBgn0038742	1418	1247	69.8848	729
FBgn0003162	1643.36	1472.36	4.70909	58
FBgn0046999	672	501.339	0	0
FBgn0037345	831	660.263	13.76	76
FBgn0037050	1522.97	1351.97	9.10733	103
FBgn0029783	1118.74	947.739	10.5953	84
FBgn0261269	3725.82	3554.82	3.83363	114
FBgn0264270	2303.66	2132.66	34.4837	615.197
FBgn0259822	4848.85	4677.85	0.104667	4.096
FBgn0034035	1562	1391	28.0164	326
FBgn0039270	868	697.231	13.0305	76
FBgn0031626	1990	1819	0	0
FBgn0051324	1972.06	1801.07	37.8699	570.561
FBgn0260858	1469	1298	47.9827	521
FBgn0031874	1706.61	1535.61	7.40357	95.104
FBgn0262719	7923.31	7752.32	0.354665	23
FBgn0082831	6728.68	6557.68	24.7447	1357.41
FBgn0259239	3209.5	3038.5	0.078685	2
FBgn0036146	755	584.306	3.88719	19
FBgn0035073	3322	3151	11.2296	296
FBgn0020371	789	618.288	0	0
FBgn0032845	1537.62	1366.63	8.48485	97
FBgn0283651	4381.66	4210.66	1.19254	42.005
FBgn0267824	2632	2461	45.0774	928
FBgn0069973	901.819	731.036	18.9689	116.001
FBgn0036301	1709	1538	18.6542	240
FBgn0265048	4744	4573	184.607	7062
FBgn0261057	237.5	67.1085	0	0
FBgn0052564	1448	1277	0	0
FBgn0030797	1019.46	848.665	14.8096	105.138
FBgn0001296	2198.19	2027.19	2.94848	50
FBgn0259972	1093	922.002	0.005085	0.039
FBgn0053986	871	700.229	0	0
FBgn0032435	2743	2572	0.092957	2
FBgn0033905	1172.71	1001.71	15.9913	134
FBgn0029539	639.5	468.851	0	0
FBgn0030502	2958.49	2787.49	77.7941	1814
FBgn0032554	1230	1059.11	0	0
FBgn0036410	2248	2077	0.460442	8
FBgn0025390	6226.55	6055.56	2.33203	118.132
FBgn0038394	1047	876.002	0.691637	5.068
FBgn0029715	1081.99	910.988	61.5435	469
FBgn0034911	6361	6190	0.096561	5
FBgn0026063	2066	1895	0.609739	9.666
FBgn0032375	787.608	616.899	0.19378	1
FBgn0033665	1878	1707	11.2749	161
FBgn0085380	3223	3052	0	0
FBgn0037493	813	642.276	0	0
FBgn0053701	315	144.548	0	0
FBgn0032189	1259	1088	14.5033	132
FBgn0033726	683	512.336	0	0
FBgn0037526	2110.27	1939.27	7.45482	120.936
FBgn0028902	2094.43	1923.43	0.124301	2
FBgn0050289	1164	993.002	0.120385	1
FBgn0038131	1100	929.002	0.016687	0.13
FBgn0004910	2001.4	1830.45	0.130616	2
FBgn0037715	1039.57	868.568	26.2877	191
FBgn0038151	1571	1400	0	0
FBgn0005391	1584.5	1413.5	0	0
FBgn0265416	5009.33	4838.34	0.168833	6.833
FBgn0033115	1324.22	1153.22	11.9209	115
FBgn0029587	2609.51	2438.51	1.37384	28.025
FBgn0034300	5047.14	4876.14	11.8657	484
FBgn0265464	2788	2617	4.47656	98
FBgn0036112	761	590.303	0	0
FBgn0262730	7948.78	7777.78	19.8945	1294.39
FBgn0262512	659	488.341	76.3755	312
FBgn0015279	4403.84	4232.84	49.8748	1766
FBgn0039831	2802.99	2632	62.7924	1382.52
FBgn0261673	1943.36	1772.37	0.539585	7.999
FBgn0026570	1233.92	1062.93	38.1258	339
FBgn0031574	3462.01	3291.01	6.39302	176
FBgn0036761	1779.57	1608.57	49.5687	667
FBgn0085385	4898.58	4727.58	0.033196	1.312
FBgn0027296	2019.53	1848.53	8.60098	133
FBgn0033259	2863	2692	31.1734	702
FBgn0033616	1893	1722	10.3437	149
FBgn0030224	1034	863.002	0.138519	1
FBgn0016685	914.921	744.144	303.297	1888
FBgn0003888	2516.71	2345.71	213.305	4185.56
FBgn0025381	2152.59	1981.59	319.351	5293.7
FBgn0052667	368	197.526	1.2104	2
FBgn0031771	1554.67	1383.67	133.912	1550
FBgn0042133	1168	997.002	6.3548	53
FBgn0028546	1070.68	899.677	79.5907	599
FBgn0037620	1159	988.002	1.45193	12
FBgn0086710	477.314	306.757	3455.47	8867.04
FBgn0036028	1427	1256	8.94664	94
FBgn0000046	1697.29	1526.29	1.07407	13.713
FBgn0034568	3415.98	3244.98	0.184197	5
FBgn0035464	2239.67	2068.68	42.589	737
FBgn0032331	1716	1545	0.232121	3
FBgn0261380	1356	1185	23.2023	230
FBgn0039196	1506	1335	0	0
FBgn0051683	1896.45	1725.45	1.65756	23.925
FBgn0011754	2674.43	2503.43	19.4349	407
FBgn0003250	1349	1178	0.202958	2
FBgn0028872	1850.33	1679.34	0	0
FBgn0003975	3463	3292	0.072626	2
FBgn0040751	379	208.521	18.3452	32
FBgn0039958	2029.86	1858.86	28.6035	444.78
FBgn0034201	1441.5	1270.73	0	0
FBgn0032390	847.211	676.464	51.778	293
FBgn0031144	1981.52	1810.52	33.6736	510
FBgn0037481	943	772.217	18.1121	117
FBgn0033457	1055.69	884.697	23.7816	176
FBgn0037974	1216.97	1045.97	27.3105	238.96
FBgn0038033	1754	1583	0	0
FBgn0029689	2699	2528	11.1125	235
FBgn0036784	2074	1903	0	0
FBgn0085458	750	579.306	0	0
FBgn0033787	1141.53	970.528	5.29643	43
FBgn0031955	5710.36	5539.37	0.366869	17
FBgn0054011	1090	919.002	0	0
FBgn0051092	3924.62	3753.62	1.17155	36.786
FBgn0003218	4989.7	4818.7	14.5124	584.989
FBgn0029687	2573.54	2402.54	64.6443	1299.21
FBgn0033460	4650.93	4479.93	46.0566	1726
FBgn0039664	1385.41	1214.41	7.24031	73.553
FBgn0037802	1114	943.002	7.09901	56
FBgn0014002	2080.55	1909.56	748.32	11953.6
FBgn0051454	1736	1565	0.15277	2
FBgn0046886	1227	1056	0	0
FBgn0261060	329	158.543	0	0
FBgn0039349	1861.1	1690.11	21.007	297
FBgn0036230	922.5	751.724	0	0
FBgn0085599	1023	852.002	8.38205	59.74
FBgn0030292	477	306.443	56.9542	146
FBgn0039132	1022.61	851.715	55.8613	398
FBgn0032790	1215	1044	12.939	113
FBgn0029996	2535.55	2364.55	48.3316	956
FBgn0264830	262	91.581	0	0
FBgn0083972	706	535.331	3.12628	14
FBgn0052221	1606	1435	9.24683	111
FBgn0061209	595	424.383	0.112199	0.398
FBgn0019938	5078	4907	30.0866	1235
FBgn0029920	757	586.304	0.003204	0.016
FBgn0259728	885	714.226	6.04998	36.147
FBgn0052732	2189	2018	13.0265	219.901
FBgn0030164	1289.75	1118.75	0	0
FBgn0033785	1902.04	1731.04	6.28429	91
FBgn0250839	1099	928.002	0.128817	1
FBgn0267887	453	282.452	0.000139	0
FBgn0267365	936	765.223	19.9961	128
FBgn0032150	1070.45	899.489	5.71472	43
FBgn0035360	1685.81	1514.81	1.65723	21.001
FBgn0035833	3722	3551	13.8024	410
FBgn0034849	774.583	603.879	48.6327	245.672
FBgn0035041	2875.31	2704.31	0.088408	2
FBgn0037067	876	705.228	0.169509	1
FBgn0263197	5998.36	5827.36	68.2296	3326
FBgn0033724	654.145	483.485	20.0274	81
FBgn0265201	476	305.443	0.832935	2.128
FBgn0031690	1705.32	1534.32	0.545388	6.999
FBgn0035009	576	405.387	0	0
FBgn0052601	967	796.187	0.481454	3.207
FBgn0033996	1959.17	1788.17	16.8467	252
FBgn0034437	2768	2597	0.046031	1
FBgn0031247	748	577.307	20.2454	97.771
FBgn0039552	649	478.345	0	0
FBgn0030990	2067.85	1896.85	116.779	1853
FBgn0015925	2001.28	1830.28	27.9542	428
FBgn0029959	1181.57	1010.57	32.8851	278
FBgn0001276	727	556.32	24.7113	115
FBgn0036277	437	266.46	99.1476	221
FBgn0052643	548	377.396	0.316757	1
FBgn0263782	3818	3647	10.3579	316
FBgn0035695	4220.15	4049.15	0.177137	6
FBgn0034138	627.191	456.553	3901.11	14899
FBgn0035997	3199.8	3028.8	22.9708	582
FBgn0028541	2464.54	2293.54	60.7735	1166
FBgn0053666	666	495.34	0	0
FBgn0051860	2260.5	2089.5	0	0
FBgn0035312	1183	1012	24.763	209.635
FBgn0036236	1075	904.002	0.133125	1.007
FBgn0259735	6368.76	6197.76	119.195	6179.75
FBgn0037094	3104.47	2933.47	41.77	1025
FBgn0051953	715	544.323	0.4692	2.136
FBgn0029523	2309	2138	0.731485	13.083
FBgn0035374	1144	973.002	59.0954	481
FBgn0034514	440	269.459	0	0
FBgn0038934	4894.07	4723.07	0.152643	6.031
FBgn0036360	2534	2363	0.050589	1
FBgn0014465	2092.01	1921.01	0.374412	6.016
FBgn0038471	1102	931.002	24.1396	188
FBgn0038047	1623	1452	2.88153	35
FBgn0064237	1495	1324	0	0
FBgn0032036	2397.04	2226.04	343.745	6401
FBgn0038207	740	569.309	0.209978	1
FBgn0259821	4508.12	4337.12	1.81914	66.001
FBgn0032084	1448.05	1277.05	1.1233	12
FBgn0014427	1176	1005	13.9169	117
FBgn0031257	2621.85	2450.86	45.4591	932.001
FBgn0041094	2278.37	2107.37	75.3225	1327.83
FBgn0033988	2216	2045	29.871	511
FBgn0001986	3585	3414	37.8166	1080
FBgn0032078	1997.25	1826.25	194.279	2968
FBgn0038551	1645	1474	29.1962	360
FBgn0000808	1991.61	1820.61	7.41965	113
FBgn0036895	3746	3575	0.033438	1
FBgn0266455	280	109.569	0	0
FBgn0031575	2764.04	2593.04	10.8799	236
FBgn0033880	1145	974.002	4.0502	33
FBgn0051661	1341	1170	0	0
FBgn0283476	12442	12271	0.068193	7
FBgn0032882	1961	1790	32.9112	492.804
FBgn0025700	891.32	720.544	118.955	717
FBgn0039811	514	343.417	0	0
FBgn0086447	407.052	236.54	31.2837	61.901
FBgn0000463	4337.7	4166.7	0.05738	2.001
FBgn0034748	1924	1753	17.8666	262
FBgn0042138	1245.66	1074.66	96.5539	868
FBgn0017556	1210.81	1039.82	0.000124	0.002
FBgn0267423	640	469.35	0	0
FBgn0052843	3276.5	3105.5	0	0
FBgn0250827	860	689.234	0	0
FBgn0023536	2345	2174	3.07929	56
FBgn0263236	3130.34	2959.35	1.13106	27.999
FBgn0039379	1894	1723	33.3026	480
FBgn0263842	318	147.547	0	0
FBgn0259676	1753	1582	24.2561	321
FBgn0050005	887	716.226	30.3013	181.547
FBgn0036842	2803.98	2632.98	32.8256	723
FBgn0026718	1558.37	1387.37	5.08372	59
FBgn0034061	656	485.342	39.4089	160
FBgn0038877	2124	1953	52.9806	865.559
FBgn0262588	777	606.295	18.3367	93
FBgn0264979	1362.53	1191.53	14.2464	142
FBgn0010772	3248.4	3077.4	31.892	821
FBgn0034127	2103	1932	1.485	24
FBgn0261850	2797	2626	20.121	442
FBgn0037853	1642	1471	81.3473	1001
FBgn0038851	978	807.17	2.22151	15
FBgn0083942	556	385.394	0	0
FBgn0004915	1413.11	1242.11	38.4197	399.2
FBgn0265630	6017.04	5846.04	25.2539	1235
FBgn0034870	870	699.229	0.170963	1
FBgn0036483	4064.44	3893.45	7.46096	243
FBgn0026869	6323.13	6152.14	28.8956	1487.08
FBgn0051404	981	810.167	0.147553	1
FBgn0050446	2303	2132	0.336423	6
FBgn0033020	669.5	498.839	0	0
FBgn0036450	2644	2473	36.0609	746
FBgn0085479	1472	1301	0.091885	1
FBgn0037045	1081	910.002	8.14464	62
FBgn0030114	2710.06	2539.06	42.7029	907
FBgn0046685	2895	2724	40.6374	926
FBgn0031951	1147.9	976.904	30.8052	251.74
FBgn0030310	738.967	568.273	371.077	1764
FBgn0032251	1034.69	863.695	10.6574	77
FBgn0036009	1497	1326	0	0
FBgn0039266	1512.14	1341.14	47.6872	535.001
FBgn0034194	1755.47	1584.47	22.9357	304
FBgn0004554	562.12	391.511	0.305336	1
FBgn0003360	1636.94	1465.94	388.443	4763.45
FBgn0030320	3584.51	3413.52	16.6697	476
FBgn0261639	849	678.247	9.629	54.632
FBgn0030812	4531.45	4360.45	40.4649	1476
FBgn0052091	2967	2796	1.02612	24
FBgn0039183	3121.65	2950.65	28.4813	703
FBgn0000299	5697.87	5526.87	620.068	28667.9
FBgn0004892	2611	2440	0.048993	1
FBgn0038602	615	444.375	0	0
FBgn0037260	1785	1614	0.814725	11
FBgn0052668	2676	2505	0.763545	16
FBgn0001250	5721.51	5550.51	0.732265	34.001
FBgn0036795	1548	1377	0	0
FBgn0015321	1154.38	983.379	50.8133	418.001
FBgn0030202	348	177.534	0	0
FBgn0030244	983.337	812.438	0.294281	2
FBgn0039501	2472	2301	6.4421	124
FBgn0038127	935	764.223	0	0
FBgn0003129	2566	2395	0.099827	2
FBgn0033100	561.156	390.546	37.3431	122
FBgn0030832	708	537.33	0	0
FBgn0264738	1067	896.002	0	0
FBgn0036302	2190.6	2019.61	62.4465	1055
FBgn0011205	1974.25	1803.25	53.5703	808.085
FBgn0028700	1278.45	1107.45	35.1777	325.889
FBgn0039927	3417.09	3246.09	5.01192	136.094
FBgn0038079	719.667	548.981	0	0
FBgn0040066	1648.82	1477.82	57.0329	705.057
FBgn0030833	3916.49	3745.49	3.73422	117
FBgn0036656	1395.72	1224.74	1.2577	12.885
FBgn0053531	4324.94	4153.95	0.316558	10.999
FBgn0033982	2977.2	2806.2	0.511118	11.998
FBgn0085237	380	209.52	0	0
FBgn0052086	1524	1353	0	0
FBgn0284247	12280.5	12109.5	0	0
FBgn0039434	1030	859.002	0	0
FBgn0051933	2076	1905	0	0
FBgn0038830	670	499.34	19.3928	81.006
FBgn0035294	1682	1511	73.2382	925.722
FBgn0040793	417	246.479	448.142	924
FBgn0014179	2042	1871	0	0
FBgn0031145	835.644	664.931	272.422	1515.29
FBgn0033234	2141.06	1970.06	0.994586	16.391
FBgn0040343	531.455	360.866	0.662532	2
FBgn0050491	1168.25	997.247	2.5525	21.293
FBgn0034420	3273.28	3102.28	119.377	3098
FBgn0054008	715	544.323	4.64266	21.14
FBgn0037297	1605.65	1434.65	19.4148	233
FBgn0031725	2661.5	2490.5	0	0
FBgn0039307	1248	1077	0	0
FBgn0035435	1103	932.002	7.69585	60
FBgn0013810	12202	12031	2.94112	296
FBgn0003963	4652.62	4481.63	65.2711	2447
FBgn0030494	858	687.237	0.52184	3
FBgn0039055	3473	3302	28.4194	785
FBgn0040308	1034.16	863.159	65.7848	475
FBgn0039620	2274	2103	1.59163	28
FBgn0015765	1458.41	1287.41	16.9925	183
FBgn0031270	744.478	573.789	4.58345	22
FBgn0029795	1636.09	1465.1	0.897531	11
FBgn0030049	4141.11	3970.12	60.5223	2010
FBgn0052702	11349	11178	4.93014	461
FBgn0032938	3265.34	3094.34	37.86	980
FBgn0037760	4596.8	4425.8	36.0589	1335
FBgn0259832	474	303.443	9.84883	25
FBgn0020440	4593.19	4422.2	13.2459	490
FBgn0004590	639	468.35	0	0
FBgn0024941	3667.27	3496.27	0.034191	1
FBgn0035084	1324.35	1153.35	13.189	127.248
FBgn0038752	2194	2023	0	0
FBgn0051643	2938	2767	7.9e-05	0.002
FBgn0030746	3764.07	3593.07	0.865029	26
FBgn0015714	1551.7	1380.7	81.9337	946.322
FBgn0037506	1426	1255	0.476264	5
FBgn0266977	516	345.416	0	0
FBgn0035077	1165	994.002	0.064457	0.536
FBgn0053109	1025	854.002	0.139979	1
FBgn0002933	523	352.41	0	0
FBgn0085331	825	654.267	0	0
FBgn0261584	1711.24	1540.24	11.7971	152
FBgn0033362	2061.41	1890.41	7.77806	123
FBgn0030575	1383.74	1212.75	3.45001	35
FBgn0015572	1749	1578	0.454534	6
FBgn0013276	2375	2204	8.12525	149.805
FBgn0032613	2123	1952	20.2708	331
FBgn0036225	1146	975.002	0	0
FBgn0052208	514	343.417	0.00905	0.026
FBgn0017567	819	648.273	160.983	873
FBgn0014388	3434.86	3263.86	589.184	16086.4
FBgn0046763	1934	1763	101.167	1492
FBgn0037061	627	456.363	23.5708	89.983
FBgn0030941	2416.31	2245.31	55.211	1037
FBgn0029809	1433	1262	0	0
FBgn0053120	2301	2130	1.23471	22
FBgn0015614	1239.86	1068.86	78.6299	703.053
FBgn0033498	1268	1097	0.217944	2
FBgn0022224	396	225.5	37.1085	70
FBgn0033729	794.5	623.701	0	0
FBgn0260453	1765.8	1594.8	0.299832	4
FBgn0039160	1362	1191	62.398	621.672
FBgn0032750	1371	1200	7.4714	75
FBgn0262738	7053.77	6882.77	15.2002	875.163
FBgn0033979	1732.92	1561.92	0.612285	8
FBgn0032651	1360	1189	0	0
FBgn0050376	941	770.219	0	0
FBgn0039495	1455	1284	0.372406	4
FBgn0041105	2454	2283	0.104724	2
FBgn0283627	1560	1389	0	0
FBgn0250862	1473.88	1302.88	0.091753	1
FBgn0052944	2159.56	1988.57	0.84161	14
FBgn0033283	935	764.223	0.312847	2
FBgn0263598	2489.47	2318.47	147.562	2861.9
FBgn0005593	900.893	730.113	5648.41	34498
FBgn0029147	1875.49	1704.49	42.0804	600
FBgn0038290	1428	1257	83.9744	883
FBgn0037409	2629	2458	0	0
FBgn0261514	2584.31	2413.31	0.099069	2
FBgn0010926	3036.61	2865.62	17.6727	423.642
