Name	Length	EffectiveLength	TPM	NumReads
FBgn0053294	1989.76	1808.03	2.69293	43
FBgn0000280	166	13.253	0	0
FBgn0262885	102	39.738	0	0
FBgn0011812	456	274.706	0	0
FBgn0265533	384.5	203.274	0	0
FBgn0052496	778	596.556	1.7352	9.142
FBgn0052009	2998.19	2816.46	0.81712	20.325
FBtr0347033	1076	894.274	0	0
FBgn0262688	493	311.678	0	0
FBgn0053222	541.068	359.717	3.18089	10.106
FBgn0266940	581	399.642	0	0
FBgn0262565	802	620.544	0.182469	1
FBgn0263002	361	179.8	0	0
FBgn0084049	531	349.652	15.9581	49.278
FBgn0263211	352	170.803	0.00093	0.001
FBgn0267872	775	593.557	0.000261	0.001
FBgn0262031	330	148.811	39.8929	52.429
FBgn0267014	274	92.854	7.50242	6.152
FBgn0039987	184	16.592	0	0
FBgn0261640	810	628.541	0.619286	3.438
FBgn0052761	71	24.148	0	0
FBgn0267863	274	92.854	0	0
FBgn0052034	74	25.593	0	0
FBgn0262795	735	553.574	0	0
FBgn0261856	450	268.71	0.007018	0.017
FBgn0051485	73	25.098	0	0
FBgn0267610	864	682.492	0	0
FBgn0262851	1188	1006.27	9.18491	81.626
FBgn0053416	143	54.911	0	0
FBgn0267520	357	175.802	1.60324	2.489
FBgn0085765	30	10.929	0	0
FBgn0267424	659	477.593	0	0
FBgn0030116	1305	1123.27	0	0
FBgn0031135	363	181.799	0	0
FBgn0263213	224	43.875	0	0
FBgn0267878	266	84.861	0	0
FBgn0058441	177	13.614	0	0
FBgn0267864	485	303.685	0.00015	0
FBgn0085500	687	505.592	0	0
FBgn0085784	479	297.691	0.00354	0.009
FBgn0262848	1188	1006.27	9.24301	82.142
FBgn0063924	307	125.823	1.52376	1.693
FBgn0262616	554	372.647	0	0
FBgn0267891	718	536.584	0.00051	0.002
FBgn0053491	369	187.797	0.002314	0.004
FBgn0050374	600	418.639	1.62283	6
FBtr0347034	740	558.568	0	0
FBgn0267898	414	232.751	0.000301	0.001
FBgn0260469	919.053	737.525	0.556865	3.627
FBgn0267874	253	71.874	0	0
FBgn0030243	4715.1	4533.37	34.6931	1389
FBgn0032269	1866.98	1685.25	0.067189	1
FBgn0266369	2930	2748.27	20.6003	500
FBgn0032596	776.497	595.053	186.861	982
FBgn0033770	673	491.6	0	0
FBgn0259237	2786	2604.27	0	0
FBgn0013685	525	343.657	1.97692	6
FBgn0031021	768	586.561	59.2636	307
FBgn0033491	3329	3147.27	6.0287	167.57
FBgn0051141	961	779.438	0	0
FBgn0284082	778	596.556	0	0
FBgn0036396	1352	1170.27	8.46849	87.525
FBgn0036641	882.806	701.284	39.0737	242
FBgn0027594	4471.81	4290.08	133.102	5043
FBgn0261954	7820.48	7638.76	48.1141	3245.88
FBgn0029987	639	457.604	0.989767	4
FBgn0031660	1138.35	956.627	151.506	1280
FBgn0038619	938.059	756.523	20.2057	135
FBgn0001341	3680	3498.27	8.22134	254
FBgn0037541	7050.1	6868.37	27.7835	1685.3
FBgn0016701	1149.01	967.353	61.8033	528
FBgn0039110	1769.52	1587.79	67.1769	942
FBgn0038839	2837.5	2655.77	0	0
FBgn0264307	3337.68	3155.96	9.39232	261.783
FBgn0263355	3558.12	3376.39	38.9581	1161.68
FBgn0032482	2176.61	1994.88	155.58	2741
FBgn0050082	843	661.527	0	0
FBgn0033698	5896	5714.27	20.1126	1015
FBgn0032240	530	348.653	141.865	436.822
FBgn0029925	1070	888.274	25.2395	198
FBgn0039017	1757	1575.27	7.97865	111
FBgn0259711	908	726.475	12.6249	81
FBgn0051140	5736.29	5554.56	7.60364	373
FBgn0036813	1221	1039.27	49.0281	450
FBgn0004379	2915.55	2733.82	24.851	600.001
FBgn0036158	782	600.553	0	0
FBgn0031816	1999.27	1817.54	12.6466	203
FBgn0034923	1674.67	1492.95	30.983	408.511
FBgn0039582	1151	969.274	0	0
FBgn0051635	6335.57	6153.84	9.86236	536.002
FBgn0263117	5200.04	5018.32	0.052921	2.345
FBgn0030259	717	535.584	0.211415	1
FBgn0029858	2037.69	1855.96	12.5717	206.064
FBgn0260745	2912.76	2731.03	180.354	4350
FBgn0015791	1154.68	972.964	136.277	1171
FBgn0051453	1564.84	1383.11	67.8671	829
FBgn0025574	2069.43	1887.71	21.294	355
FBgn0039637	3177.64	2995.91	77.8953	2061
FBgn0023095	4718.25	4536.52	1.49758	60
FBgn0014022	1444	1262.27	16.4157	183
FBgn0035134	1243	1061.27	1.17362	11
FBgn0044826	3595.89	3414.16	70.1769	2116
FBgn0030937	1405	1223.27	0	0
FBgn0085213	715	533.585	0.212207	1
FBgn0039875	2415.73	2234.01	69.8944	1379
FBgn0037736	4032.31	3850.58	0.235248	8
FBgn0024732	2153	1971.27	21.0231	366
FBgn0053700	1116	934.274	0	0
FBgn0260747	999.567	817.968	230.622	1666
FBgn0038011	1767	1585.27	0	0
FBgn0066365	2783.6	2601.87	0.043519	1
FBgn0039863	5863.4	5681.67	36.6097	1837
FBgn0037721	843.324	661.85	1.36865	8
FBgn0036459	2408	2226.27	0	0
FBgn0038291	1731	1549.27	14.9096	204
FBgn0001114	3262.38	3080.66	1023.67	27850.9
FBgn0262894	324	142.815	0	0
FBgn0015772	4933.21	4751.48	13.2974	558
FBgn0030873	1712.46	1530.74	96.4582	1304
FBgn0086675	7201.9	7020.17	0.126195	7.823
FBgn0038223	4231.16	4049.44	10.928	390.817
FBgn0027081	2317.86	2136.13	233.073	4397
FBgn0043458	3245.13	3063.4	58.5669	1584.5
FBgn0262010	471	289.698	0	0
FBgn0259963	337	155.808	0	0
FBgn0010238	2156	1974.27	115.222	2009
FBgn0034184	3037.94	2856.21	34.9656	882
FBgn0000018	1794	1612.27	21.4202	305
FBgn0032809	910	728.475	1.24348	8
FBgn0036605	513	331.665	0.588369	1.723
FBgn0052280	1130.99	949.267	41.7487	350
FBgn0000055	1194.27	1012.54	0.178471	1.596
FBgn0033657	3918	3736.27	0.121223	4
FBgn0035421	1684	1502.27	21.6319	287
FBgn0030666	1632.46	1450.74	0.710033	9.097
FBgn0011202	4117.08	3935.36	37.0878	1289
FBgn0050091	1681	1499.27	0.075523	1
FBgn0033260	3382.63	3200.9	33.9949	961
FBgn0283427	8586.5	8404.78	838.101	62210
FBgn0033740	2221.35	2039.62	18.7642	338
FBgn0011725	2758.8	2577.08	27.6323	628.898
FBgn0034377	761	579.562	0.586116	3
FBgn0284248	680.993	499.586	810.268	3575
FBgn0040674	712.5	531.065	0	0
FBgn0036323	1637	1455.27	0	0
FBgn0038260	1973	1791.27	2.40206	38
FBgn0034617	1987	1805.27	11.9172	190
FBgn0262018	7567	7385.27	0	0
FBgn0031873	840	658.529	22.0089	128
FBgn0032366	866	684.491	0	0
FBgn0035241	4589.19	4407.46	0.720973	28.064
FBgn0260049	2272.13	2090.41	170.733	3152
FBgn0015558	4438.62	4256.9	0.664982	24.999
FBgn0267875	162	16.757	0	0
FBgn0003870	4166.42	3984.69	29.894	1052
FBgn0053061	1277.9	1096.17	0.103295	1
FBgn0041181	4928	4746.27	0.023857	1
FBgn0039778	933	751.468	0	0
FBgn0014455	1600.81	1419.09	247.99	3108
FBgn0030462	936.667	755.121	0	0
FBgn0051832	762	580.562	0	0
FBgn0000259	1573.68	1392.02	124.195	1526.82
FBgn0261581	717.5	536.069	0	0
FBgn0039271	836	654.53	8.47675	49
FBgn0031463	1194	1012.27	0	0
FBgn0014006	4618.71	4436.98	32.6652	1280
FBgn0037150	1456	1274.27	15.1948	171
FBgn0030294	1628	1446.27	12.8397	164
FBgn0036039	2150.51	1968.78	13.9685	242.876
FBgn0029676	2017.34	1835.62	72.4803	1175
FBgn0037475	1444.5	1262.77	0	0
FBgn0052076	1529	1347.27	27.9867	333
FBgn0058354	1400	1218.27	2.85025	30.667
FBgn0033738	3602.56	3420.83	41.4746	1253
FBgn0064126	1580.04	1398.31	46.9161	579.38
FBgn0039115	970	788.428	18.1687	126.509
FBgn0010356	2362	2180.27	20.7217	399
FBgn0051100	2434.88	2253.15	0.100509	2
FBgn0263249	318	136.819	0	0
FBgn0039635	1174.91	993.255	186.731	1638
FBgn0050010	708.595	527.18	4.2957	20
FBgn0034495	1429	1247.27	16.1592	178
FBgn0005617	3840.15	3658.43	28.5674	923
FBgn0030703	1448.26	1266.54	111.037	1242
FBgn0036574	4098.45	3916.72	15.1392	523.675
FBgn0038742	1418	1236.27	82.2478	898
FBgn0003162	1642.04	1460.32	5.81536	75
FBgn0046999	672	490.593	0.230803	1
FBgn0037345	831	649.531	18.6529	107
FBgn0037050	1511.9	1330.17	10.6406	125
FBgn0029783	1121.44	939.718	8.79606	73
FBgn0261269	3722.33	3540.6	5.30877	166
FBgn0264270	2291.43	2109.71	47.1755	878.974
FBgn0259822	5700.65	5518.92	0.022153	1.079
FBgn0034035	1562	1380.27	30.1067	367
FBgn0039270	868	686.49	12.8654	78
FBgn0031626	1990	1808.27	0	0
FBgn0051324	1936.55	1754.82	54.1855	839.757
FBgn0260858	1469	1287.27	51.4574	585
FBgn0031874	1728.72	1546.99	5.93123	81.035
FBgn0262719	7923.37	7741.64	0.292729	20.014
FBgn0082831	6729.16	6547.44	31.371	1814
FBgn0259239	3472.09	3290.36	0.103238	3
FBgn0036146	755	573.564	4.73281	23.974
FBgn0035073	3322	3140.27	15.7396	436.514
FBgn0020371	789	607.549	0	0
FBgn0032845	1542.66	1360.93	5.49123	66
FBgn0283651	4406.84	4225.12	0.669983	25
FBgn0267824	2632	2450.27	33.8719	732.979
FBgn0069973	900.18	718.655	16.3861	104
FBgn0036301	1709	1527.27	17.5709	237
FBgn0265048	4744	4562.27	163.06	6570
FBgn0261057	237.5	57.117	0	0
FBgn0052564	1448	1266.27	0.08942	1
FBgn0030797	1039.41	857.857	14.6159	110.733
FBgn0001296	2185.25	2003.53	4.06912	72
FBgn0259972	1093	911.274	0.152977	1.231
FBgn0053986	871	689.487	0	0
FBgn0032435	2743	2561.27	0.088417	2
FBgn0033905	1134.29	952.567	20.802	175
FBgn0029539	639.555	458.16	0.000299	0.002
FBgn0030502	2962.96	2781.23	73.9425	1816.22
FBgn0032554	1230	1048.36	0	0
FBgn0036410	2288.73	2107	0.48366	9
FBgn0025390	6068.87	5887.15	3.77267	196.152
FBgn0038394	1047	865.274	1.06183	8.114
FBgn0029715	1083.41	901.685	69.9461	557
FBgn0034911	6361	6179.27	0.183242	10
FBgn0026063	2066	1884.27	1.09485	18.22
FBgn0032375	787.575	606.127	0.186809	1
FBgn0033665	1878	1696.27	10.4134	156
FBgn0085380	3223	3041.27	0	0
FBgn0037493	813	631.539	0	0
FBgn0053701	315	133.82	0	0
FBgn0032189	1259	1077.27	11.0364	105
FBgn0033726	683	501.592	0	0
FBgn0037526	2192.89	2011.16	7.31398	129.908
FBgn0028902	2092.59	1910.87	0.237024	4
FBgn0050289	1164	982.274	0.115274	1
FBgn0038131	1100	918.274	0	0
FBgn0004910	2728.17	2546.45	0.088932	2
FBgn0037715	1039.98	858.257	19.7896	150
FBgn0038151	1571	1389.27	0	0
FBgn0005391	1583.75	1402.03	0.080761	1
FBgn0265416	4441.84	4260.12	0.053608	2.017
FBgn0033115	1377.16	1195.44	16.2916	172
FBgn0029587	2943.14	2761.42	1.30037	31.713
FBgn0034300	5059.08	4877.35	13.9758	602
FBgn0265464	2788	2606.27	6.56024	151
FBgn0036112	761	579.562	0	0
FBgn0262730	8113.3	7931.57	26.436	1851.79
FBgn0262512	659	477.593	90.0923	380
FBgn0015279	4412.89	4231.16	56.6799	2118
FBgn0039831	2818	2636.28	67.8148	1578.89
FBgn0261673	1856.29	1674.57	6.82938	101.001
FBgn0026570	1226.02	1044.29	47.383	437
FBgn0031574	3462.1	3280.37	8.24969	239
FBgn0036761	1779.88	1598.15	52.713	744
FBgn0085385	5875	5693.27	0.009771	0.491
FBgn0027296	2031.49	1849.76	9.97781	163
FBgn0033259	2863	2681.27	30.0256	711
FBgn0033616	1893	1711.27	9.59425	145
FBgn0030224	1034	852.274	0	0
FBgn0016685	915.996	734.469	358.745	2327
FBgn0003888	2516.66	2334.94	362.126	7467.45
FBgn0025381	2146.3	1964.58	350.617	6083.31
FBgn0052667	368	186.798	1.8185	3
FBgn0031771	1556.44	1374.72	125.524	1523.97
FBgn0042133	1168	986.274	4.82186	42
FBgn0028546	1068.35	886.623	86.8426	680
FBgn0037620	1159	977.274	2.20141	19
FBgn0086710	477.181	295.873	3136.21	8195
FBgn0036028	1427	1245.27	10.5477	116
FBgn0000046	1641.84	1460.12	1.36349	17.583
FBgn0034568	3378.48	3196.76	0.495885	14
FBgn0035464	2240.05	2058.33	51.8202	942
FBgn0032331	1716	1534.27	0.221402	3
FBgn0261380	1356	1174.27	24.8779	258
FBgn0039196	1506	1324.27	0	0
FBgn0051683	1880.12	1698.4	5.11918	76.785
FBgn0011754	2931.16	2749.44	29.0586	705.597
FBgn0003250	1349	1167.27	0.097004	1
FBgn0028872	1850.33	1668.61	0	0
FBgn0003975	3463	3281.27	0.138032	4
FBgn0040751	379	197.793	24.372	42.574
FBgn0039958	2074.09	1892.37	28.3448	473.715
FBgn0034201	544.463	363.16	0.311792	1
FBgn0032390	842.46	660.988	65.9523	385
FBgn0031144	1958.65	1776.92	45.5618	715
FBgn0037481	943	761.46	22.1565	149
FBgn0033457	1060.01	878.283	24.4953	190
FBgn0037974	1249.6	1067.87	26.1307	246.438
FBgn0038033	1754	1572.27	0.04295	0.596
FBgn0029689	2699	2517.27	12.5048	278
FBgn0036784	2074	1892.27	0	0
FBgn0085458	750	568.565	0	0
FBgn0033787	1111.82	930.097	5.7218	47
FBgn0031955	5710.13	5528.4	0.368668	18
FBgn0054011	1090	908.274	0	0
FBgn0051092	4020.86	3839.14	7.21282	244.555
FBgn0003218	5091.3	4909.58	14.3914	624
FBgn0029687	2568.06	2386.34	79.456	1674.54
FBgn0033460	4654.36	4472.64	51.5185	2035
FBgn0039664	1341.29	1159.57	9.28608	95.097
FBgn0037802	1114	932.274	6.80154	56
FBgn0014002	2080.18	1898.45	933.83	15656.9
FBgn0051454	1736	1554.27	0.218553	3
FBgn0046886	1227	1045.27	0	0
FBgn0261060	329	147.812	0	0
FBgn0039349	1857.78	1676.06	23.51	348
FBgn0036230	922.5	740.97	0	0
FBgn0085599	1023	841.274	13.4794	100.148
FBgn0030292	477	295.692	63.5668	166
FBgn0039132	1032.5	850.86	58.421	439
FBgn0032790	1215	1033.27	14.1363	129
FBgn0029996	2590.17	2408.44	40.761	867
FBgn0264830	262	80.864	0	0
FBgn0083972	706	524.587	3.88524	18
FBgn0052221	1606	1424.27	11.7661	148
FBgn0061209	595	413.64	0.075676	0.276
FBgn0019938	5078	4896.27	27.6585	1196
FBgn0029920	757	575.564	0.002845	0.014
FBgn0259728	885	703.48	13.4752	83.719
FBgn0052732	2189	2007.27	16.3429	289.716
FBgn0030164	1289.75	1108.02	0	0
FBgn0033785	1901.63	1719.9	9.17596	139.378
FBgn0250839	1002.19	820.58	0.137988	1.001
FBgn0267887	453	271.708	0.000123	0
FBgn0267365	936	754.465	24.9133	166
FBgn0032150	1075.18	893.476	4.81574	38
FBgn0035360	1631.15	1449.42	1.49264	19.106
FBgn0035833	3722	3540.27	16.6314	520
FBgn0034849	774.367	592.924	70.6334	369.868
FBgn0035041	2875.1	2693.37	0.336323	8
FBgn0037067	876	694.483	0	0
FBgn0263197	5869.69	5687.96	70.6301	3548
FBgn0033724	652.795	471.394	53.3251	222
FBgn0265201	476	294.693	1.59058	4.14
FBgn0031690	1669.26	1487.53	0.761195	10
FBgn0035009	576	394.643	0	0
FBgn0052601	967	785.431	0	0
FBgn0033996	1957.75	1776.02	18.5527	291
FBgn0034437	2768	2586.27	0.087562	2
FBgn0031247	748	566.566	26.1638	130.915
FBgn0039552	649	467.597	0	0
FBgn0030990	2055.17	1873.44	118.28	1957
FBgn0015925	2002.27	1820.55	34.3942	553
FBgn0029959	1169.66	987.935	31.9771	279
FBgn0001276	727	545.58	24.9049	120
FBgn0036277	437	255.723	120.881	273
FBgn0052643	548	366.649	0	0
FBgn0263782	3818	3636.27	11.7083	376
FBgn0035695	4236.34	4054.61	0.055853	2
FBgn0034138	627.223	445.841	3666.56	14437
FBgn0035997	3198.42	3016.69	22.2956	594
FBgn0028541	2463.86	2282.14	71.0004	1431
FBgn0053666	666	484.593	0	0
FBgn0051860	2260.5	2078.77	0	0
FBgn0035312	1183	1001.27	16.8742	149.215
FBgn0036236	1075	893.274	0.127277	1.004
FBgn0259735	6324.89	6143.16	135.933	7374.88
FBgn0037094	3105	2923.27	44.854	1158
FBgn0051953	715	533.585	3.31747	15.633
FBgn0029523	2309	2127.27	1.25863	23.646
FBgn0035374	1144	962.274	67.5423	574
FBgn0034514	440	258.72	0	0
FBgn0038934	4998.81	4817.08	0.094026	4
FBgn0036360	2534	2352.27	0	0
FBgn0014465	1051.85	870.346	0.130858	1.006
FBgn0038471	1102	920.274	21.1628	172
FBgn0038047	1623	1441.27	4.24238	54
FBgn0064237	1495	1313.27	0.17244	2
FBgn0032036	2398.94	2217.21	258.765	5067
FBgn0038207	740	558.568	0	0
FBgn0259821	4371.37	4189.64	4.51338	167.001
FBgn0032084	1431.76	1250.03	1.90222	21
FBgn0014427	1176	994.274	12.9826	114
FBgn0031257	2617.94	2436.21	55.7271	1199
FBgn0041094	2289.33	2107.6	75.02	1396.38
FBgn0033988	2216	2034.27	35.5119	638
FBgn0001986	3585	3403.27	36.6979	1103
FBgn0032078	1985.21	1803.48	295.212	4702
FBgn0038551	1645	1463.27	26.6966	345
FBgn0000808	1967.64	1785.92	6.97419	110.001
FBgn0036895	3746	3564.27	0.063536	2
FBgn0266455	280	98.848	0	0
FBgn0031575	2409.84	2228.11	13.462	264.901
FBgn0033880	1145	963.274	3.64397	31
FBgn0051661	1341	1159.27	0	0
FBgn0283476	12442	12260.3	0.009236	1
FBgn0032882	1961	1779.27	46.0575	723.736
FBgn0025700	892.245	710.72	166.328	1044
FBgn0039811	514	332.664	0	0
FBgn0086447	408.11	226.872	43.7497	87.658
FBgn0000463	4781.37	4599.64	0.125041	5.08
FBgn0034748	1924	1742.27	19.0421	293
FBgn0042138	1252.27	1070.55	90.4322	855
FBgn0017556	1211.5	1029.77	0	0
FBgn0267423	640	458.603	0	0
FBgn0052843	3276.48	3094.75	0.053751	1.469
FBgn0250827	860	678.496	0.333769	2
FBgn0023536	2345	2163.27	3.55926	68
FBgn0263236	3111.03	2929.31	1.12097	28.999
FBgn0039379	1894	1712.27	42.7852	647
FBgn0263842	318	136.819	0	0
FBgn0259676	1753	1571.27	19.6731	273
FBgn0050005	887	705.479	35.6936	222.388
FBgn0036842	2788.09	2606.36	39.5339	910
FBgn0026718	1519.08	1337.35	4.31805	51.001
FBgn0034061	656	474.594	49.1482	206
FBgn0038877	2124	1942.27	36.612	628.017
FBgn0262588	777	595.556	18.8224	99
FBgn0264979	1380.99	1199.27	11.1411	118
FBgn0010772	3249	3067.28	31.046	841
FBgn0034127	2103	1921.27	0.35361	6
FBgn0261850	2797	2615.27	25.761	595
FBgn0037853	1642	1460.27	105.92	1366
FBgn0038851	978	796.416	2.13262	15
FBgn0083942	556	374.647	0	0
FBgn0004915	1412.3	1230.57	45.6516	496.135
FBgn0265630	6015.8	5834.07	26.1432	1347
FBgn0034870	870	688.488	0.164462	1
FBgn0036483	4063.1	3881.37	9.18941	315
FBgn0026869	6323.4	6141.67	30.9437	1678.41
FBgn0051404	981	799.414	0	0
FBgn0050446	2303	2121.27	0.320271	6
FBgn0033020	669.473	488.066	0.231998	1
FBgn0036450	2644	2462.27	42.997	935
FBgn0085479	1472	1290.27	0.26327	3
FBgn0037045	1081	899.274	12.0877	96
FBgn0030114	2654.2	2472.48	39.2932	858
FBgn0046685	2895	2713.27	48.3256	1158
FBgn0031951	1176.71	994.981	32.1689	282.676
FBgn0030310	741.512	560.076	425.162	2103
FBgn0032251	1034.39	852.659	10.4909	79
FBgn0036009	1497	1315.27	0.086089	1
FBgn0039266	1547.7	1365.98	56.4503	681
FBgn0034194	1754.82	1573.09	26.6324	370
FBgn0004554	569.5	388.144	0	0
FBgn0003360	1714.91	1533.18	47.254	639.838
FBgn0030320	3600.83	3419.11	20.8305	629
FBgn0261639	849	667.521	6.26778	36.95
FBgn0030812	4529.99	4348.27	41.299	1585.96
FBgn0052091	2967	2785.27	1.38221	34
FBgn0039183	3133.27	2951.55	32.9096	857.848
FBgn0000299	5698.28	5516.56	1067.76	52021
FBgn0004892	2611	2429.27	0.046611	1
FBgn0038602	615	433.631	0.261121	1
FBgn0037260	1785	1603.27	0.918118	13
FBgn0052668	2676	2494.27	0.680941	15
FBgn0001250	5702.3	5520.58	0.780615	38.059
FBgn0036795	1548	1366.27	0	0
FBgn0015321	1146.97	965.246	68.3901	583
FBgn0030202	348	166.805	0	0
FBgn0030244	967.414	785.838	2.16133	15
FBgn0039501	2472	2290.27	7.56426	153
FBgn0038127	935	753.466	0	0
FBgn0003129	2566	2384.27	0.04749	1
FBgn0033100	547.828	366.476	41.4021	134
FBgn0030832	708	526.586	0	0
FBgn0264738	1067	885.274	0	0
FBgn0036302	2212.78	2031.06	63.8889	1146
FBgn0011205	1944.1	1762.37	58.5187	910.815
FBgn0028700	1278.15	1096.42	37.5147	363.26
FBgn0039927	3409.9	3228.18	6.6694	190.143
FBgn0038079	689.704	508.286	0.445537	2
FBgn0040066	1650.11	1468.39	56.2147	729
FBgn0030833	3835.36	3653.64	3.65695	118
FBgn0036656	1426.34	1244.61	1.10894	12.189
FBgn0053531	4551.69	4369.97	0.103644	4
FBgn0033982	3104.52	2922.8	0.516851	13.342
FBgn0085237	380	198.791	0	0
FBgn0052086	1524	1342.27	0	0
FBgn0284247	12280.5	12098.8	0	0
FBgn0039434	1030	848.274	0.133483	1
FBgn0051933	2076	1894.27	0	0
FBgn0038830	670	488.593	18.3081	79
FBgn0035294	1682	1500.27	80.832	1071.01
FBgn0040793	417	235.747	511.525	1065
FBgn0014179	2025.98	1844.26	0.184188	3
FBgn0031145	829.023	647.573	283.56	1621.7
FBgn0033234	1977.27	1795.54	0.827227	13.118
FBgn0040343	579.916	398.547	0.284109	1
FBgn0050491	1217.79	1036.07	3.96506	36.28
FBgn0034420	3250.14	3068.41	123.917	3358
FBgn0054008	715	533.585	6.80257	32.056
FBgn0037297	1594.14	1412.41	21.4049	266.999
FBgn0031725	2617.81	2436.08	0.04648	1
FBgn0039307	1248	1066.27	0	0
FBgn0035435	1103	921.274	9.95541	81
FBgn0013810	12202	12020.3	3.59842	382
FBgn0003963	4700.29	4518.56	80.9654	3231
FBgn0030494	858	676.497	0.167377	1
FBgn0039055	3473	3291.27	28.589	831
FBgn0040308	1040.67	858.947	90.8272	689
FBgn0039620	2274	2092.27	1.35296	25
FBgn0015765	1453.59	1271.86	20.2982	228
FBgn0031270	686.784	505.374	6.27346	28
FBgn0029795	1576.99	1395.26	0.892689	11
FBgn0030049	4105.37	3923.64	63.9772	2216.93
FBgn0052702	11349	11167.3	6.15466	607
FBgn0032938	3687.25	3505.52	43.5735	1349
FBgn0037760	4638.98	4457.25	33.7868	1330
FBgn0259832	474	292.696	13.9267	36
FBgn0020440	4551.86	4370.14	14.8724	574
FBgn0004590	639	457.604	0	0
FBgn0024941	3599.78	3418.05	0.066255	2
FBgn0035084	1479.42	1297.7	7.32941	84
FBgn0038752	2194	2012.27	0	0
FBgn0051643	2890	2708.27	0	0
FBgn0030746	3778.83	3597.1	0.786955	25.001
FBgn0015714	1563.62	1381.89	63.1625	770.852
FBgn0037506	1426	1244.27	0.273003	3
FBgn0266977	516	334.663	0	0
FBgn0035077	1165	983.274	0.545487	4.737
FBgn0053109	1025	843.274	0.134275	1
FBgn0002933	523	341.658	0	0
FBgn0085331	825	643.533	0	0
FBgn0261584	1689.41	1507.69	2.92898	39
FBgn0033362	2188.4	2006.68	3.78059	67
FBgn0030575	1409.71	1227.98	4.426	48
FBgn0015572	1749	1567.27	0.577973	8
FBgn0013276	2375	2193.27	12.3021	238.293
FBgn0032613	2123	1941.27	21.2313	364
FBgn0036225	1146	964.274	0	0
FBgn0052208	514	332.664	0.00901	0.026
FBgn0017567	819	637.535	168.904	951
FBgn0014388	3416.48	3234.76	586.016	16741.3
FBgn0046763	1934	1752.27	90.101	1394.34
FBgn0037061	627	445.618	22.3605	88
FBgn0030941	2416.57	2234.85	55.9857	1105
FBgn0029809	1433	1251.27	0.090492	1
FBgn0053120	2301	2119.27	1.28229	24
FBgn0015614	1262.5	1080.77	82.0921	783.561
FBgn0033498	1268	1086.27	0.104237	1
FBgn0022224	396	214.776	41.6489	79
FBgn0033729	794.5	612.962	0	0
FBgn0260453	1568.84	1387.11	0.571413	7
FBgn0039160	1362	1180.27	68.5759	714.812
FBgn0032750	1371	1189.27	11.4252	120
FBgn0262738	7035.65	6853.92	17.5056	1059.63
FBgn0033979	1744.49	1562.76	0.655864	9.052
FBgn0032651	1360	1178.27	0	0
FBgn0050376	941	759.463	0	0
FBgn0039495	1455	1273.27	0.266785	3
FBgn0041105	2454	2272.27	0.199325	4
FBgn0283627	1560	1378.27	0	0
