Name	Length	EffectiveLength	TPM	NumReads
FBgn0037526	2210.89	2033.05	8.14945	111.423
FBgn0028902	2093.51	1915.67	0.232863	3
FBgn0050289	1164	986.156	0.150784	1
FBgn0038131	1100	922.156	0.023481	0.146
FBgn0004910	1486.27	1308.54	0.113636	1.001
FBgn0037715	1038.49	860.645	24.7066	143.001
FBgn0038151	1571	1393.16	0	0
FBgn0005391	1583.02	1405.18	0.317461	3
FBgn0265416	5854.07	5676.23	0.131539	5.021
FBgn0033115	1348.68	1170.84	12.065	95
FBgn0029587	2518.63	2340.79	1.79523	28.261
FBgn0034300	5049.32	4871.47	14.8041	485
FBgn0265464	2788	2610.16	7.69973	135.158
FBgn0036112	761	583.539	0	0
FBgn0262730	8084.28	7906.44	27.2935	1451.24
FBgn0262512	659	481.577	84.2942	273
FBgn0015279	4419.02	4241.18	57.8844	1651
FBgn0039831	2812.72	2634.88	80.9814	1434.97
FBgn0261673	1874.94	1697.09	1.13904	13
FBgn0026570	1233.94	1056.1	47.3081	336
FBgn0031574	3474.16	3296.32	7.39802	164
FBgn0036761	1785.75	1607.9	57.1517	618
FBgn0085385	5875	5697.16	0.010556	0.404
FBgn0027296	2063	1885.15	12.6993	161
FBgn0033259	2863	2685.16	35.8291	647
FBgn0033616	1893	1715.16	11.5305	133
FBgn0030224	1034	856.156	0	0
FBgn0016685	917.221	739.672	338.335	1683
FBgn0003888	2516.6	2338.76	249.521	3924.56
FBgn0025381	2138.65	1960.81	370.435	4884.79
FBgn0052667	368	190.811	2.33786	3
FBgn0031771	1553.94	1376.09	139.069	1287
FBgn0042133	1168	990.156	4.95577	33
FBgn0028546	1069.13	891.29	75.2416	451
FBgn0037620	1159	981.156	3.03105	20
FBgn0086710	477.148	299.849	3038.9	6128
FBgn0036028	1427	1249.16	9.523	80
FBgn0000046	1655.98	1478.14	1.12321	11.166
FBgn0034568	3383.35	3205.51	0.231939	5
FBgn0035464	2237.86	2060.02	49.8778	691
FBgn0032331	1716	1538.16	0.773375	8
FBgn0261380	1356	1178.16	27.0092	214
FBgn0039196	1506	1328.16	0	0
FBgn0051683	1875.62	1697.78	4.62718	52.832
FBgn0011754	2731.32	2553.47	22.5191	386.705
FBgn0003250	1349	1171.16	0.126966	1
FBgn0028872	1850.33	1672.49	0	0
FBgn0003975	3463	3285.16	0.260032	5.745
FBgn0040751	379	201.805	19.1576	26
FBgn0039958	2048.03	1870.19	31.9463	401.796
FBgn0034201	1894.95	1717.26	0.231987	2.679
FBgn0032390	851.812	674.292	49.1765	223
FBgn0031144	1994.49	1816.64	42.0721	514.001
FBgn0037481	943	765.443	20.786	107
FBgn0033457	1056.78	878.934	20.8089	123
FBgn0037974	1270.51	1092.67	28.0008	205.758
FBgn0038033	1754	1576.16	0.139682	1.481
FBgn0029689	2699	2521.16	12.8575	218
FBgn0036784	2074	1896.16	0	0
FBgn0085458	750	572.545	0	0
FBgn0033787	1157.83	979.985	3.94507	26
FBgn0031955	5711.22	5533.37	0.349345	13
FBgn0054011	1090	912.156	0	0
FBgn0051092	3957.91	3780.06	1.53752	39.085
FBgn0003218	5056.06	4878.22	17.8976	587.161
FBgn0029687	2574.61	2396.76	80.4069	1296.04
FBgn0033460	4661.13	4483.28	57.6441	1738
FBgn0039664	1417.7	1239.86	8.28898	69.115
FBgn0037802	1114	936.156	8.1007	51
FBgn0014002	2080.26	1902.42	822.095	10517.9
FBgn0051454	1736	1558.16	0.095431	1
FBgn0046886	1227	1049.16	0	0
FBgn0261060	329	151.834	0	0
FBgn0039349	1858.12	1680.27	22.0354	249
FBgn0036230	922.5	744.95	0	0
FBgn0085599	1023	845.156	11.7307	66.674
FBgn0030292	477	299.701	69.461	140
FBgn0039132	1040.62	862.905	78.5783	456.001
FBgn0032790	1215	1037.16	12.7599	89
FBgn0029996	2521.83	2343.98	57.4737	905.989
FBgn0264830	262	84.88	0	0
FBgn0083972	706	528.561	1.96926	7
FBgn0052221	1606	1428.16	9.47472	91
FBgn0061209	595	417.627	0.125623	0.353
FBgn0019938	5078	4900.16	34.1081	1124
FBgn0029920	757	579.541	0.256577	1
FBgn0259728	885	707.458	9.52858	45.334
FBgn0052732	2189	2011.16	15.2578	206.366
FBgn0030164	1289.75	1111.91	0	0
FBgn0033785	1901.1	1723.26	7.10848	82.381
FBgn0250839	1017.75	840.058	0	0
FBgn0267887	453	275.723	0	0
FBgn0267365	936	758.444	26.0753	133
FBgn0032150	1063.16	885.384	6.21399	37.001
FBgn0035360	1723.53	1545.69	1.25953	13.093
FBgn0035833	3722	3544.16	17.3276	413
FBgn0034849	777.361	599.893	53.6948	216.623
FBgn0035041	2875.31	2697.47	0.098261	1.783
FBgn0037067	876	698.46	0	0
FBgn0263197	5925.53	5747.69	95.4104	3687.98
FBgn0033724	651.267	473.849	14.7489	47
FBgn0265201	476	298.702	1.54816	3.11
FBgn0031690	1768.92	1591.08	0.093456	1
FBgn0035009	576	398.634	0	0
FBgn0052601	967	789.413	0.094182	0.5
FBgn0033996	1961.73	1783.88	18.4216	221
FBgn0034437	2768	2590.16	0.057408	1
FBgn0031247	748	570.546	17.4189	66.836
FBgn0039552	649	471.587	0	0
FBgn0030990	2036.31	1858.46	130.337	1629
FBgn0015925	2004.35	1826.51	31.8314	391
FBgn0029959	1179.58	1001.74	33.6955	227
FBgn0001276	727	549.551	20.8345	77
FBgn0036277	437	259.736	84.7287	148
FBgn0052643	548	370.653	0	0
FBgn0263782	3818	3640.16	12.7897	313.098
FBgn0035695	4208	4030.16	0.332064	9
FBgn0034138	627.086	449.693	3303.65	9991
FBgn0035997	3195.73	3017.89	30.7948	625
FBgn0028541	2464.71	2286.86	71.8494	1105
FBgn0053666	666	488.573	0	0
FBgn0051860	2260.5	2082.66	0	0
FBgn0035312	1183	1005.16	26.1179	176.551
FBgn0036236	1075	897.156	0.000296	0.002
FBgn0259735	6472.93	6295.09	177.673	7521.82
FBgn0037094	3105.97	2928.13	49.5633	975.998
FBgn0051953	715	537.558	0.26096	0.943
FBgn0029523	2309	2131.16	0.894204	12.816
FBgn0035374	1144	966.156	56.791	369
FBgn0034514	440	262.734	0	0
FBgn0038934	4896.2	4718.35	0.157572	5
FBgn0036360	2534	2356.16	0.06311	1
FBgn0014465	1978.24	1800.43	0.412948	5
FBgn0038471	1102	924.156	23.8132	148
FBgn0038047	1623	1445.16	4.93887	48
FBgn0064237	1495	1317.16	0	0
FBgn0032036	2418.9	2241.05	392.799	5920
FBgn0038207	740	562.547	0.528655	2
FBgn0259821	4377.35	4199.5	2.83265	80.001
FBgn0032084	1511.65	1333.8	2.22966	20
FBgn0014427	1176	998.156	11.1728	75
FBgn0031257	2624.79	2446.94	57.3652	944
FBgn0041094	2291.05	2113.21	101.328	1440.03
FBgn0033988	2216	2038.16	40.5734	556.132
FBgn0001986	3585	3407.16	43.6861	1001
FBgn0032078	1998.85	1821.01	219.9	2693
FBgn0038551	1645	1467.16	31.8239	314
FBgn0000808	2015.58	1837.74	7.04599	87.081
FBgn0036895	3746	3568.16	0.083346	2
FBgn0266455	280	102.863	0	0
FBgn0031575	2698.32	2520.48	12.33	209
FBgn0033880	1145	967.156	4.30489	28
FBgn0051661	1341	1163.16	0	0
FBgn0283476	12442	12264.2	0.084871	7
FBgn0032882	1961	1783.16	38.6275	463.218
FBgn0025700	893.113	715.564	109.928	529
FBgn0039811	514	336.672	0	0
FBgn0086447	414.805	237.575	34.4241	54.999
FBgn0000463	4766.97	4589.13	0.131867	4.071
FBgn0034748	1924	1746.16	16.9461	199
FBgn0042138	1247.03	1069.19	102.637	738
FBgn0017556	1210.6	1032.75	9.4e-05	0
FBgn0267423	640	462.592	0	0
FBgn0052843	3276.48	3098.64	0.047988	1
FBgn0250827	860	682.467	0.217881	1
FBgn0023536	2345	2167.16	3.91098	57
FBgn0263236	3152.74	2974.9	1.14963	23
FBgn0039379	1894	1716.16	33.7916	390
FBgn0263842	318	140.84	0	0
FBgn0259676	1753	1575.16	26.4323	280
FBgn0050005	887	709.457	36.9761	176.419
FBgn0036842	2790.1	2612.26	38.8212	682
FBgn0026718	1573.23	1395.39	3.83626	36
FBgn0034061	656	478.578	37.2846	120
FBgn0038877	2124	1946.16	54.2851	710.489
FBgn0262588	777	599.533	18.8496	76
FBgn0264979	1349.69	1171.85	15.2269	120
FBgn0010772	3248.88	3071.04	35.8785	741
FBgn0034127	2103	1925.16	1.08134	14
FBgn0261850	2797	2619.16	22.3684	394
FBgn0037853	1642	1464.16	91.1989	898
FBgn0038851	978	800.399	3.15822	17
FBgn0083942	556	378.648	0	0
FBgn0004915	1414.37	1236.53	32.9715	274.184
FBgn0265630	6021.01	5843.17	33.006	1297
FBgn0034870	870	692.462	0	0
FBgn0036483	4066.02	3888.18	9.71378	254
FBgn0026869	6356.82	6178.97	41.8473	1738.93
FBgn0051404	981	803.398	0	0
FBgn0050446	2303	2125.16	0.489788	7
FBgn0033020	668.937	491.509	1.21012	4
FBgn0036450	2644	2466.16	40.277	668
FBgn0085479	1472	1294.16	0.574492	5
FBgn0037045	1081	903.156	7.57348	46
FBgn0030114	2681.33	2503.48	52.7435	888.001
FBgn0046685	2895	2717.16	45.2029	826
FBgn0031951	1192	1014.15	31.3514	213.826
FBgn0030310	737.947	560.481	326.586	1231
FBgn0032251	1047.4	869.556	11.9702	70
FBgn0036009	1497	1319.16	0	0
FBgn0039266	1631.86	1454.01	49.8037	487
FBgn0034194	1754.13	1576.29	25.8473	274
FBgn0004554	569.5	392.142	0	0
FBgn0003360	1637.97	1460.13	400.738	3935.06
FBgn0030320	3587.48	3409.64	20.497	470
FBgn0261639	849	671.479	10.1593	45.877
FBgn0030812	4539.53	4361.69	53.6941	1575
FBgn0052091	2967	2789.16	1.66353	31.203
FBgn0039183	3126.82	2948.98	29.4975	585
FBgn0000299	5701.11	5523.27	816.86	30341.9
FBgn0004892	2611	2433.16	0.061113	1
FBgn0038602	615	437.617	0.339787	1
FBgn0037260	1785	1607.16	0.675456	7.301
FBgn0052668	2676	2498.16	0.535703	9
FBgn0001250	5711.33	5533.49	0.779292	29.001
FBgn0036795	1548	1370.16	0	0
FBgn0015321	1154.06	976.218	60.4706	397.001
FBgn0030202	348	170.822	0	0
FBgn0030244	982.637	804.935	0.554194	3
FBgn0039501	2472	2294.16	6.93524	107
FBgn0038127	935	757.445	0	0
FBgn0003129	2566	2388.16	0	0
FBgn0033100	554.869	377.517	30.7226	78
FBgn0030832	708	530.561	0	0
FBgn0264738	1067	889.156	0	0
FBgn0036302	2080.25	1902.41	82.0703	1050
FBgn0011205	2008.99	1831.14	59.2747	729.945
FBgn0028700	1279.03	1101.18	35.042	259.507
FBgn0039927	3428.5	3250.66	7.18598	157.092
FBgn0038079	782.994	605.515	0.736711	3
FBgn0040066	1672.11	1494.27	62.298	626.038
FBgn0030833	3819.88	3642.04	4.57271	112
FBgn0036656	1409.81	1231.98	0.717646	5.946
FBgn0053531	4276.65	4098.81	0.217668	6
FBgn0033982	2804.7	2626.86	0.516968	9.132
FBgn0085237	380	202.804	0	0
FBgn0052086	1523.55	1345.7	0.110497	1
FBgn0284247	12278.7	12100.8	0.024576	2
FBgn0039434	1030	852.156	0	0
FBgn0051933	2076	1898.16	0	0
FBgn0038830	670	492.572	20.2258	67
FBgn0035294	1682	1504.16	85.876	868.688
FBgn0040793	417	239.761	401.261	647
FBgn0014179	2032.52	1854.68	0.080174	1
FBgn0031145	841.531	664.046	265.403	1185.23
FBgn0033234	2014.91	1837.06	1.81927	22.476
FBgn0040343	743.5	566.038	0	0
FBgn0050491	1259.34	1081.5	3.90753	28.42
FBgn0034420	3262.72	3084.87	147.739	3065
FBgn0054008	715	537.558	3.31938	12
FBgn0037297	1596.06	1418.22	20.0258	191
FBgn0031725	2661.5	2483.66	0	0
FBgn0039307	1248	1070.16	0	0
FBgn0035435	1103	925.156	10.7686	67
FBgn0013810	12202	12024.2	3.28948	266
FBgn0003963	4649.11	4471.26	81.178	2441
FBgn0030494	858	680.469	0.437041	2
FBgn0039055	3473	3295.16	30.7307	681
FBgn0040308	1047.28	869.435	64.1349	374.999
FBgn0039620	2274	2096.16	1.48969	21
FBgn0015765	1460.84	1282.99	17.2688	149.001
FBgn0031270	687.158	509.724	3.50063	12
FBgn0029795	1465.29	1287.45	2.07895	18
FBgn0030049	4134.79	3956.94	76.8486	2045.01
FBgn0052702	11349	11171.2	6.22943	468
FBgn0032938	3297.19	3119.34	44.38	930.999
FBgn0037760	4690.73	4512.88	49.8194	1512
FBgn0259832	474	296.703	15.5361	31
FBgn0020440	4593.77	4415.93	17.5435	521.001
FBgn0004590	639	461.593	0	0
FBgn0024941	4479.47	4301.62	0.069135	2
FBgn0035084	1250.65	1072.81	17.3358	125.074
FBgn0038752	2194	2016.16	0.073752	1
FBgn0051643	2890	2712.16	0	0
FBgn0030746	3803.68	3625.84	1.35533	33.048
FBgn0015714	1558.47	1380.62	81.8404	759.875
FBgn0037506	1426	1248.16	0.595665	5
FBgn0266977	516	338.671	0	0
FBgn0035077	1165	987.156	0.53191	3.531
FBgn0053109	1025	847.156	0.175524	1
FBgn0002933	523	345.665	0	0
FBgn0085331	825	647.498	0	0
FBgn0261584	1719.99	1542.15	13.499	140
FBgn0033362	2137.03	1959.19	8.95585	118
FBgn0030575	1368.07	1190.23	3.2482	26
FBgn0015572	1749	1571.16	0.283924	3
FBgn0013276	2375	2197.16	8.78211	129.765
FBgn0032613	2123	1945.16	24.08	315
FBgn0036225	1146	968.156	0	0
FBgn0052208	514	336.672	0.010172	0.023
FBgn0017567	819	641.5	157.157	678
FBgn0014388	3447.15	3269.3	802.401	17641.9
FBgn0046763	1934	1756.16	113.629	1342
FBgn0037061	627	449.607	20.8357	63
FBgn0030941	2416.13	2238.29	69.7548	1050
FBgn0029809	1433	1255.16	0.118469	1
FBgn0053120	2301	2123.16	1.12057	16
FBgn0015614	1282.23	1104.39	85.0365	631.576
FBgn0033498	1268	1090.16	0.136399	1
FBgn0022224	396	218.789	21.0686	31
FBgn0033729	794.5	616.908	0	0
FBgn0260453	2030.18	1852.33	0.160551	2
FBgn0039160	1362	1184.16	70.3841	560.509
FBgn0032750	1371	1193.16	7.6021	61
FBgn0262738	7041.83	6863.98	20.8827	963.969
FBgn0033979	1769.47	1591.63	0.840817	9
FBgn0032651	1360	1182.16	0	0
FBgn0050376	941	763.444	0	0
FBgn0039495	1455	1277.16	0.582139	5
FBgn0041105	2454	2276.16	0.130656	2
FBgn0283627	1560	1382.16	0	0
